Season,Date,Visitor/Neutral,V_PTS,Home/Neutral,H_PTS,OT?
16/17,Sat Jan 21 2017,LAC,98,DEN,123,N/A
15/16,Wed Jan 6 2016,UTA,98,SAS,123,N/A
13/14,Sat Mar 29 2014,DET,98,PHI,123,N/A
14/15,Sun Mar 15 2015,MIN,97,SAS,123,N/A
16/17,Fri Dec 23 2016,WAS,96,MIL,123,N/A
17/18,Wed Apr 4 2018,MEM,95,NOP,123,N/A
17/18,Mon Feb 26 2018,DET,94,TOR,123,N/A
14/15,Fri Apr 3 2015,DEN,93,SAS,123,N/A
16/17,Wed Feb 8 2017,CHI,92,GSW,123,N/A
13/14,Fri Jan 10 2014,LAL,87,LAC,123,N/A
15/16,Sat Nov 21 2015,MIL,86,IND,123,N/A
14/15,Thu Jan 22 2015,BRK,84,LAC,123,N/A
13/14,Mon Feb 10 2014,PHI,80,GSW,123,N/A
13/14,Sun Feb 9 2014,PHI,78,LAC,123,N/A
15/16,Mon Mar 28 2016,LAL,75,UTA,123,N/A
14/15,Thu Nov 13 2014,PHI,70,DAL,123,N/A
17/18,Fri Nov 3 2017,CLE,130,WAS,122,N/A
16/17,Fri Mar 10 2017,WAS,130,SAC,122,OT
17/18,Sun Mar 11 2018,CHI,129,ATL,122,N/A
16/17,Sun Jan 8 2017,HOU,129,TOR,122,N/A
15/16,Tue Jan 26 2016,OKC,128,NYK,122,OT
14/15,Sun Dec 14 2014,GSW,128,NOP,122,OT
14/15,Fri Jan 30 2015,TOR,127,BRK,122,OT
14/15,Wed Apr 1 2015,LAC,126,POR,122,N/A
17/18,Mon Oct 30 2017,MIN,125,MIA,122,OT
17/18,Wed Jan 3 2018,GSW,125,DAL,122,N/A
16/17,Sat Mar 11 2017,NOP,125,CHO,122,OT
17/18,Fri Mar 30 2018,MIL,124,LAL,122,OT
16/17,Fri Dec 30 2016,PHI,124,DEN,122,N/A
15/16,Sat Jan 30 2016,WAS,123,HOU,122,N/A
13/14,Wed Mar 19 2014,MIN,123,DAL,122,OT
16/17,Fri Nov 11 2016,SAC,120,POR,122,OT
16/17,Tue Mar 21 2017,CHI,120,TOR,122,OT
17/18,Fri Feb 23 2018,SAS,119,DEN,122,N/A
17/18,Thu Feb 1 2018,TOR,119,WAS,122,N/A
16/17,Mon Jan 30 2017,SAC,119,PHI,122,N/A
15/16,Sat Dec 5 2015,IND,119,UTA,122,OT
14/15,Fri Nov 7 2014,ATL,119,CHO,122,2OT
12/13,Wed Feb 20 2013,OKC,119,HOU,122,N/A
17/18,Thu Nov 9 2017,NOP,118,TOR,122,N/A
16/17,Mon Dec 12 2016,BRK,118,HOU,122,N/A
14/15,Wed Mar 18 2015,BOS,118,OKC,122,N/A
17/18,Sat Mar 17 2018,ATL,117,MIL,122,N/A
16/17,Wed Oct 26 2016,BRK,117,BOS,122,N/A
13/14,Wed Feb 12 2014,POR,117,LAC,122,N/A
15/16,Fri Feb 26 2016,DEN,116,DAL,122,OT
15/16,Sun Nov 22 2015,PHX,116,NOP,122,N/A
12/13,Fri Dec 28 2012,HOU,116,SAS,122,N/A
17/18,Fri Mar 16 2018,DAL,115,TOR,122,OT
17/18,Sat Mar 10 2018,PHX,115,CHO,122,N/A
16/17,Wed Nov 9 2016,PHI,115,IND,122,OT
13/14,Sun Apr 6 2014,OKC,115,PHX,122,N/A
16/17,Fri Mar 31 2017,DEN,114,CHO,122,N/A
16/17,Tue Jan 17 2017,MIN,114,SAS,122,N/A
15/16,Mon Nov 16 2015,OKC,114,MEM,122,N/A
12/13,Sat Mar 2 2013,TOR,114,MIL,122,OT
16/17,Tue Mar 28 2017,DEN,113,POR,122,N/A
15/16,Wed Mar 9 2016,NOP,113,CHO,122,N/A
17/18,Sun Jan 28 2018,PHI,112,OKC,122,N/A
17/18,Wed Apr 4 2018,SAS,112,LAL,122,OT
15/16,Sun Dec 27 2015,DEN,112,OKC,122,N/A
16/17,Tue Mar 7 2017,LAL,111,DAL,122,N/A
14/15,Sun Apr 12 2015,SAC,111,DEN,122,N/A
13/14,Sat Nov 16 2013,DEN,111,HOU,122,N/A
15/16,Fri Jan 22 2016,IND,110,GSW,122,N/A
14/15,Sun Jan 11 2015,PHX,110,MEM,122,2OT
13/14,Sat Feb 8 2014,GSW,109,PHX,122,N/A
16/17,Fri Dec 16 2016,DET,108,WAS,122,N/A
13/14,Wed Feb 5 2014,PHX,108,HOU,122,N/A
12/13,Fri Feb 22 2013,SAC,108,ATL,122,N/A
16/17,Fri Apr 7 2017,NOP,106,DEN,122,N/A
13/14,Fri Mar 21 2014,DEN,106,DAL,122,N/A
17/18,Mon Dec 4 2017,DEN,105,DAL,122,N/A
17/18,Sat Feb 10 2018,SAS,105,GSW,122,N/A
16/17,Fri Mar 31 2017,PHI,105,CLE,122,N/A
12/13,Mon Mar 4 2013,CHA,105,POR,122,N/A
12/13,Tue Mar 5 2013,LAL,105,OKC,122,N/A
17/18,Sat Feb 24 2018,CHI,104,MIN,122,N/A
13/14,Sun Mar 16 2014,UTA,104,SAS,122,N/A
15/16,Mon Dec 28 2015,SAC,103,GSW,122,N/A
13/14,Fri Dec 20 2013,SAC,103,MIA,122,N/A
12/13,Fri Nov 30 2012,DEN,103,LAL,122,N/A
16/17,Tue Apr 4 2017,ORL,102,CLE,122,N/A
17/18,Wed Jan 3 2018,IND,101,MIL,122,N/A
17/18,Wed Oct 25 2017,MIN,101,DET,122,N/A
15/16,Sat Mar 19 2016,CLE,101,MIA,122,N/A
16/17,Fri Dec 16 2016,NOP,100,HOU,122,N/A
16/17,Mon Dec 12 2016,MIL,100,TOR,122,N/A
16/17,Mon Nov 7 2016,IND,100,CHO,122,N/A
15/16,Mon Jan 4 2016,TOR,100,CLE,122,N/A
13/14,Wed Apr 9 2014,DET,100,CLE,122,N/A
17/18,Fri Apr 6 2018,MIA,98,NYK,122,N/A
17/18,Wed Apr 11 2018,SAS,98,NOP,122,N/A
15/16,Tue Apr 12 2016,PHI,98,TOR,122,N/A
16/17,Wed Mar 22 2017,PHI,97,OKC,122,N/A
14/15,Fri Nov 28 2014,PHX,97,DEN,122,N/A
13/14,Fri Dec 13 2013,LAL,97,OKC,122,N/A
16/17,Thu Nov 3 2016,OKC,96,GSW,122,N/A
17/18,Tue Dec 26 2017,SAC,95,LAC,122,N/A
16/17,Mon Nov 28 2016,PHI,95,TOR,122,N/A
12/13,Wed Feb 6 2013,CHA,95,CLE,122,N/A
16/17,Thu Mar 16 2017,ORL,92,GSW,122,N/A
14/15,Mon Jan 19 2015,DEN,79,GSW,122,N/A
16/17,Mon Apr 10 2017,ORL,75,CHI,122,N/A
16/17,Sun Jan 22 2017,LAL,73,DAL,122,N/A
15/16,Wed Feb 3 2016,GSW,134,WAS,121,N/A
16/17,Tue Jan 17 2017,DEN,127,LAL,121,N/A
16/17,Wed Nov 16 2016,GSW,127,TOR,121,N/A
16/17,Tue Mar 7 2017,POR,126,OKC,121,N/A
14/15,Fri Jan 16 2015,CLE,126,LAC,121,N/A
16/17,Fri Dec 16 2016,ATL,125,TOR,121,N/A
16/17,Sat Nov 19 2016,GSW,124,MIL,121,N/A
17/18,Sun Feb 25 2018,NOP,123,MIL,121,OT
17/18,Tue Oct 17 2017,HOU,122,GSW,121,N/A
14/15,Fri Nov 14 2014,CLE,122,BOS,121,N/A
13/14,Fri Apr 4 2014,MIN,122,MIA,121,2OT
16/17,Mon Dec 12 2016,POR,120,LAC,121,N/A
14/15,Mon Dec 8 2014,PHX,120,LAC,121,OT
13/14,Fri Dec 20 2013,BRK,120,PHI,121,OT
13/14,Sun Mar 16 2014,BOS,120,NOP,121,OT
13/14,Mon Dec 23 2013,ATL,119,MIA,121,OT
16/17,Wed Mar 29 2017,DAL,118,NOP,121,N/A
12/13,Sun Jan 20 2013,OKC,118,DEN,121,OT
16/17,Fri Feb 3 2017,MIL,117,DEN,121,N/A
16/17,Fri Feb 3 2017,CHI,117,HOU,121,OT
16/17,Tue Nov 15 2016,TOR,117,CLE,121,N/A
15/16,Sat Jan 30 2016,SAC,117,MEM,121,N/A
16/17,Sat Nov 19 2016,CHO,116,NOP,121,OT
15/16,Mon Mar 28 2016,PHX,116,MIN,121,N/A
16/17,Tue Jan 10 2017,CHO,114,HOU,121,N/A
15/16,Fri Feb 19 2016,PHI,114,NOP,121,N/A
15/16,Fri Mar 11 2016,NOP,114,MEM,121,OT
14/15,Sun Apr 12 2015,NOP,114,HOU,121,N/A
13/14,Mon Jan 20 2014,MIA,114,ATL,121,N/A
13/14,Wed Jan 15 2014,LAL,114,PHX,121,N/A
17/18,Fri Mar 16 2018,LAC,113,OKC,121,N/A
17/18,Sun Feb 11 2018,NYK,113,IND,121,N/A
14/15,Sat Mar 7 2015,POR,113,MIN,121,N/A
17/18,Thu Dec 14 2017,LAL,112,CLE,121,N/A
17/18,Thu Jan 25 2018,WAS,112,OKC,121,N/A
17/18,Wed Jan 10 2018,POR,112,HOU,121,N/A
15/16,Fri Dec 18 2015,MIL,112,GSW,121,N/A
13/14,Sat Mar 8 2014,ORL,112,SAS,121,N/A
12/13,Fri Mar 8 2013,PHX,112,SAC,121,N/A
16/17,Sat Apr 1 2017,ORL,111,BRK,121,N/A
16/17,Wed Dec 28 2016,TOR,111,GSW,121,N/A
17/18,Fri Jan 26 2018,ATL,110,CHO,121,N/A
17/18,Fri Nov 3 2017,IND,110,PHI,121,N/A
16/17,Tue Jan 24 2017,LAC,110,PHI,121,N/A
12/13,Wed Apr 10 2013,NOH,110,SAC,121,N/A
17/18,Mon Nov 27 2017,ORL,109,IND,121,N/A
16/17,Thu Jan 5 2017,BRK,109,IND,121,N/A
17/18,Sat Nov 25 2017,MIL,108,UTA,121,N/A
17/18,Wed Nov 29 2017,OKC,108,ORL,121,N/A
16/17,Sun Jan 29 2017,PHI,108,CHI,121,N/A
15/16,Tue Mar 1 2016,ORL,108,DAL,121,N/A
16/17,Tue Apr 4 2017,MIN,107,GSW,121,N/A
16/17,Sat Jan 7 2017,DEN,106,OKC,121,N/A
15/16,Thu Mar 3 2016,OKC,106,GSW,121,N/A
14/15,Wed Oct 29 2014,BRK,105,BOS,121,N/A
17/18,Mon Feb 5 2018,CHO,104,DEN,121,N/A
17/18,Sun Jan 28 2018,DET,104,CLE,121,N/A
14/15,Wed Nov 5 2014,LAC,104,GSW,121,N/A
12/13,Wed Dec 19 2012,CHA,104,PHX,121,N/A
17/18,Fri Dec 29 2017,HOU,103,WAS,121,N/A
17/18,Thu Feb 8 2018,DAL,103,GSW,121,N/A
17/18,Wed Jan 3 2018,NYK,103,WAS,121,N/A
15/16,Sat Jan 2 2016,HOU,103,SAS,121,N/A
15/16,Sat Jan 23 2016,LAL,103,POR,121,N/A
15/16,Wed Apr 6 2016,BRK,103,WAS,121,N/A
16/17,Wed Feb 8 2017,LAL,102,DET,121,N/A
16/17,Wed Jan 18 2017,OKC,100,GSW,121,N/A
12/13,Sun Apr 14 2013,SAC,100,HOU,121,N/A
12/13,Sun Nov 25 2012,DET,100,NYK,121,N/A
16/17,Sat Feb 4 2017,DEN,97,SAS,121,N/A
15/16,Tue Nov 24 2015,BOS,97,ATL,121,N/A
12/13,Sat Dec 22 2012,MEM,96,HOU,121,N/A
17/18,Tue Apr 3 2018,BRK,95,PHI,121,N/A
15/16,Thu Feb 11 2016,NOP,95,OKC,121,N/A
12/13,Sat Jan 26 2013,SAC,93,DEN,121,N/A
15/16,Wed Mar 16 2016,NYK,85,GSW,121,N/A
15/16,Sat Mar 12 2016,ORL,84,POR,121,N/A
13/14,Fri Dec 6 2013,ORL,83,NYK,121,N/A
13/14,Sun Nov 24 2013,CHI,82,LAC,121,N/A
16/17,Fri Mar 10 2017,ORL,81,CHO,121,N/A
12/13,Wed Mar 13 2013,CHI,79,SAC,121,N/A
15/16,Sat Oct 31 2015,GSW,134,NOP,120,N/A
16/17,Thu Feb 2 2017,GSW,133,LAC,120,N/A
16/17,Tue Dec 13 2016,ORL,131,ATL,120,N/A
17/18,Sun Mar 18 2018,HOU,129,MIN,120,N/A
17/18,Fri Dec 29 2017,DAL,128,NOP,120,N/A
17/18,Fri Oct 20 2017,GSW,128,NOP,120,N/A
17/18,Wed Mar 21 2018,LAC,127,MIL,120,N/A
13/14,Sun Mar 23 2014,PHX,127,MIN,120,N/A
17/18,Sat Apr 7 2018,NOP,126,GSW,120,N/A
16/17,Sat Dec 3 2016,MIN,125,CHO,120,OT
16/17,Sun Mar 19 2017,CLE,125,LAL,120,N/A
12/13,Sun Apr 7 2013,NYK,125,OKC,120,N/A
17/18,Mon Jan 1 2018,POR,124,CHI,120,OT
17/18,Tue Feb 27 2018,LAC,122,DEN,120,N/A
13/14,Tue Apr 1 2014,GSW,122,DAL,120,OT
15/16,Fri Mar 4 2016,BRK,121,DEN,120,OT
13/14,Fri Jan 24 2014,MIN,121,GSW,120,N/A
16/17,Mon Dec 26 2016,CHO,118,BRK,120,N/A
17/18,Fri Dec 22 2017,ATL,117,OKC,120,N/A
17/18,Fri Oct 27 2017,WAS,117,GSW,120,N/A
17/18,Fri Mar 16 2018,BRK,116,PHI,120,N/A
16/17,Tue Jan 31 2017,DEN,116,LAL,120,N/A
13/14,Sun Dec 22 2013,MIN,116,LAC,120,OT
17/18,Fri Dec 1 2017,IND,115,TOR,120,N/A
17/18,Mon Nov 27 2017,LAL,115,LAC,120,N/A
17/18,Wed Oct 18 2017,PHI,115,WAS,120,N/A
16/17,Mon Mar 13 2017,ORL,115,SAC,120,N/A
15/16,Wed Apr 6 2016,OKC,115,POR,120,N/A
13/14,Tue Mar 18 2014,MIL,115,POR,120,OT
13/14,Wed Oct 30 2013,ORL,115,MIN,120,OT
17/18,Tue Apr 3 2018,CHO,114,CHI,120,N/A
16/17,Wed Oct 26 2016,HOU,114,LAL,120,N/A
15/16,Tue Jan 12 2016,BOS,114,NYK,120,N/A
14/15,Sat Mar 28 2015,DEN,114,POR,120,N/A
17/18,Sun Oct 29 2017,ORL,113,CHO,120,N/A
17/18,Thu Mar 15 2018,DET,113,DEN,120,N/A
16/17,Fri Apr 7 2017,MIN,113,UTA,120,N/A
16/17,Tue Feb 28 2017,POR,113,DET,120,OT
15/16,Sat Dec 5 2015,SAC,113,HOU,120,N/A
14/15,Wed Jan 14 2015,HOU,113,ORL,120,N/A
13/14,Sat Feb 1 2014,MIN,113,ATL,120,N/A
17/18,Fri Mar 9 2018,NYK,112,MIL,120,N/A
16/17,Fri Feb 24 2017,WAS,112,PHI,120,N/A
16/17,Sun Mar 12 2017,NYK,112,BRK,120,N/A
16/17,Wed Mar 15 2017,NOP,112,MIA,120,N/A
14/15,Wed Nov 26 2014,DEN,112,PHX,120,N/A
17/18,Fri Nov 10 2017,LAC,111,OKC,120,N/A
15/16,Wed Feb 10 2016,LAL,111,CLE,120,N/A
15/16,Wed Mar 30 2016,WAS,111,SAC,120,N/A
14/15,Fri Mar 6 2015,DEN,111,SAS,120,N/A
15/16,Sat Mar 26 2016,IND,110,BRK,120,N/A
14/15,Fri Mar 27 2015,MIN,110,HOU,120,N/A
13/14,Wed Feb 26 2014,DET,110,SAS,120,N/A
17/18,Mon Jan 29 2018,PHX,109,MEM,120,N/A
16/17,Wed Jan 25 2017,HOU,109,BOS,120,N/A
13/14,Wed Dec 18 2013,POR,109,MIN,120,N/A
12/13,Sat Feb 9 2013,UTA,109,SAC,120,N/A
17/18,Sat Mar 24 2018,MIN,108,PHI,120,N/A
15/16,Wed Mar 9 2016,LAC,108,OKC,120,N/A
17/18,Fri Nov 3 2017,PHX,107,NYK,120,N/A
17/18,Tue Nov 7 2017,LAC,107,SAS,120,N/A
14/15,Sat Nov 15 2014,PHX,107,LAC,120,N/A
12/13,Tue Oct 30 2012,BOS,107,MIA,120,N/A
16/17,Sun Mar 26 2017,PHX,106,CHO,120,N/A
13/14,Wed Nov 27 2013,POR,106,PHX,120,N/A
16/17,Sat Nov 19 2016,PHX,105,PHI,120,N/A
16/17,Wed Nov 30 2016,MEM,105,TOR,120,N/A
15/16,Sat Jan 9 2016,CHI,105,ATL,120,N/A
15/16,Tue Nov 10 2015,DAL,105,NOP,120,N/A
14/15,Sun Feb 8 2015,LAL,105,CLE,120,N/A
13/14,Mon Nov 11 2013,ORL,105,BOS,120,N/A
17/18,Tue Apr 3 2018,WAS,104,HOU,120,N/A
16/17,Wed Nov 16 2016,PHX,104,DEN,120,N/A
17/18,Sun Jan 14 2018,POR,103,MIN,120,N/A
16/17,Thu Mar 2 2017,CHO,103,PHX,120,N/A
15/16,Sat Mar 5 2016,BOS,103,CLE,120,N/A
17/18,Fri Feb 23 2018,MIN,102,HOU,120,N/A
14/15,Thu Oct 30 2014,UTA,102,DAL,120,N/A
16/17,Mon Jan 16 2017,POR,101,WAS,120,N/A
16/17,Sun Jan 29 2017,HOU,101,IND,120,N/A
16/17,Tue Nov 29 2016,HOU,101,UTA,120,N/A
15/16,Mon Nov 16 2015,LAL,101,PHX,120,N/A
15/16,Sat Nov 28 2015,SAC,101,GSW,120,N/A
15/16,Mon Feb 8 2016,SAC,100,CLE,120,N/A
14/15,Sat Dec 6 2014,NOP,100,LAC,120,N/A
14/15,Sat Jan 10 2015,DAL,100,LAC,120,N/A
17/18,Mon Dec 18 2017,UTA,99,HOU,120,N/A
16/17,Fri Apr 7 2017,OKC,99,PHX,120,N/A
13/14,Sat Dec 28 2013,DEN,99,MEM,120,N/A
12/13,Tue Apr 9 2013,WAS,99,NYK,120,N/A
16/17,Mon Feb 13 2017,OKC,98,WAS,120,N/A
16/17,Mon Jan 16 2017,OKC,98,LAC,120,N/A
13/14,Fri Dec 27 2013,WAS,98,MIN,120,N/A
13/14,Thu Mar 27 2014,PHI,98,HOU,120,N/A
12/13,Wed Nov 28 2012,HOU,98,OKC,120,N/A
13/14,Sun Apr 6 2014,LAL,97,LAC,120,N/A
17/18,Fri Mar 23 2018,PHX,95,CLE,120,N/A
15/16,Fri Nov 20 2015,BRK,95,BOS,120,N/A
13/14,Sat Jan 11 2014,ORL,94,DEN,120,N/A
15/16,Sun Jan 31 2016,CHI,93,LAC,120,N/A
16/17,Sat Mar 4 2017,CLE,92,MIA,120,N/A
12/13,Mon Jan 14 2013,ORL,91,WAS,120,N/A
15/16,Mon Jan 25 2016,SAS,90,GSW,120,N/A
14/15,Sun Jan 11 2015,WAS,89,ATL,120,N/A
14/15,Sun Nov 9 2014,PHI,88,TOR,120,N/A
17/18,Fri Dec 15 2017,BRK,87,TOR,120,N/A
12/13,Sat Feb 2 2013,SAC,81,NYK,120,N/A
17/18,Wed Feb 14 2018,LAC,129,BOS,119,N/A
14/15,Fri Dec 19 2014,POR,129,SAS,119,3OT
16/17,Fri Jan 6 2017,MEM,128,GSW,119,OT
15/16,Fri Dec 11 2015,GSW,124,BOS,119,2OT
17/18,Fri Feb 23 2018,MIL,122,TOR,119,OT
17/18,Wed Jan 10 2018,CHI,122,NYK,119,2OT
17/18,Wed Mar 7 2018,TOR,121,DET,119,OT
15/16,Tue Feb 9 2016,UTA,121,DAL,119,OT
16/17,Sun Dec 11 2016,NOP,120,PHX,119,OT
14/15,Fri Nov 28 2014,MIN,120,LAL,119,N/A
15/16,Thu Mar 31 2016,LAC,117,OKC,119,N/A
13/14,Sun Apr 13 2014,GSW,117,POR,119,OT
12/13,Fri Nov 16 2012,HOU,117,POR,119,OT
17/18,Fri Oct 27 2017,OKC,116,MIN,119,N/A
17/18,Tue Dec 19 2017,CLE,116,MIL,119,N/A
15/16,Wed Dec 16 2015,BOS,116,DET,119,N/A
13/14,Fri Apr 11 2014,CLE,116,MIL,119,N/A
12/13,Sat Nov 3 2012,DEN,116,MIA,119,N/A
17/18,Thu Apr 5 2018,WAS,115,CLE,119,N/A
17/18,Tue Mar 13 2018,CHO,115,NOP,119,N/A
15/16,Tue Feb 2 2016,MIN,115,LAL,119,N/A
14/15,Mon Mar 16 2015,OKC,115,DAL,119,N/A
14/15,Thu Feb 19 2015,SAS,115,LAC,119,N/A
17/18,Tue Nov 7 2017,CHI,114,TOR,119,N/A
15/16,Sun Jan 31 2016,BOS,114,ORL,119,N/A
15/16,Wed Nov 4 2015,ORL,114,HOU,119,OT
14/15,Fri Dec 12 2014,CLE,114,NOP,119,N/A
14/15,Fri Mar 6 2015,SAC,114,ORL,119,N/A
12/13,Mon Mar 18 2013,WAS,114,CHA,119,N/A
17/18,Fri Jan 12 2018,POR,113,NOP,119,N/A
17/18,Sat Jan 13 2018,BRK,113,WAS,119,OT
15/16,Mon Jan 18 2016,PHI,113,NYK,119,2OT
15/16,Mon Mar 7 2016,ORL,113,GSW,119,N/A
12/13,Fri Feb 22 2013,DEN,113,WAS,119,N/A
12/13,Sat Mar 16 2013,CLE,113,SAS,119,N/A
17/18,Tue Oct 24 2017,CHI,112,CLE,119,N/A
16/17,Thu Nov 17 2016,NYK,112,WAS,119,N/A
12/13,Mon Apr 15 2013,HOU,112,PHX,119,N/A
17/18,Mon Jan 15 2018,MIA,111,CHI,119,N/A
17/18,Thu Feb 15 2018,LAL,111,MIN,119,N/A
14/15,Tue Dec 16 2014,UTA,111,NOP,119,N/A
17/18,Fri Feb 2 2018,ATL,110,BOS,119,N/A
17/18,Wed Mar 7 2018,MEM,110,CHI,119,N/A
16/17,Tue Nov 8 2016,MIN,110,BRK,119,N/A
17/18,Wed Nov 1 2017,ATL,109,PHI,119,N/A
17/18,Wed Nov 22 2017,BRK,109,CLE,119,N/A
14/15,Fri Dec 26 2014,IND,109,DET,119,N/A
12/13,Fri Feb 8 2013,SAS,109,DET,119,N/A
12/13,Sun Nov 18 2012,GSW,109,OKC,119,N/A
12/13,Wed Jan 2 2013,DAL,109,MIA,119,OT
17/18,Sun Nov 26 2017,PHX,108,MIN,119,N/A
16/17,Sat Dec 17 2016,LAL,108,CLE,119,N/A
16/17,Sun Nov 6 2016,PHX,108,LAL,119,N/A
14/15,Mon Feb 23 2015,PHI,108,MIA,119,N/A
12/13,Fri Feb 8 2013,ORL,108,CLE,119,N/A
12/13,Mon Feb 25 2013,LAL,108,DEN,119,N/A
12/13,Sun Nov 18 2012,HOU,108,LAL,119,N/A
12/13,Wed Feb 13 2013,DEN,108,BRK,119,N/A
17/18,Fri Dec 29 2017,IND,107,CHI,119,N/A
17/18,Thu Dec 28 2017,NYK,107,SAS,119,N/A
15/16,Sun Apr 3 2016,MEM,107,ORL,119,N/A
15/16,Wed Mar 23 2016,LAL,107,PHX,119,N/A
12/13,Sat Jan 26 2013,BRK,106,HOU,119,N/A
17/18,Wed Mar 21 2018,MEM,105,PHI,119,N/A
16/17,Wed Jan 11 2017,HOU,105,MIN,119,N/A
16/17,Fri Nov 25 2016,NOP,104,POR,119,N/A
16/17,Mon Mar 13 2017,WAS,104,MIN,119,N/A
16/17,Thu Feb 23 2017,NYK,104,CLE,119,N/A
16/17,Thu Mar 30 2017,LAL,104,MIN,119,N/A
15/16,Fri Nov 6 2015,DEN,104,GSW,119,N/A
16/17,Fri Jan 27 2017,SAS,103,NOP,119,N/A
16/17,Tue Dec 20 2016,DEN,102,LAC,119,N/A
14/15,Wed Jan 28 2015,SAC,102,TOR,119,N/A
14/15,Wed Apr 8 2015,LAL,101,DEN,119,N/A
16/17,Sun Dec 25 2016,CHI,100,SAS,119,N/A
16/17,Fri Dec 23 2016,BRK,99,CLE,119,N/A
16/17,Fri Mar 10 2017,BOS,99,DEN,119,N/A
14/15,Wed Oct 29 2014,LAL,99,PHX,119,N/A
17/18,Wed Mar 21 2018,NYK,98,MIA,119,N/A
17/18,Wed Nov 1 2017,DAL,98,LAC,119,N/A
16/17,Wed Dec 28 2016,PHX,98,SAS,119,N/A
13/14,Wed Jan 22 2014,SAC,98,HOU,119,N/A
12/13,Wed Feb 6 2013,GSW,98,OKC,119,N/A
17/18,Thu Dec 14 2017,SAC,96,MIN,119,N/A
13/14,Sun Jan 5 2014,BOS,96,OKC,119,N/A
12/13,Mon Dec 10 2012,SAC,96,DAL,119,N/A
14/15,Sun Feb 22 2015,DEN,94,OKC,119,N/A
14/15,Mon Nov 17 2014,HOU,93,MEM,119,N/A
13/14,Fri Jan 10 2014,CHA,92,MIN,119,N/A
14/15,Fri Dec 5 2014,DEN,89,WAS,119,N/A
13/14,Fri Mar 14 2014,LAL,85,SAS,119,N/A
17/18,Fri Dec 22 2017,WAS,84,BRK,119,N/A
12/13,Sun Mar 3 2013,CHA,83,SAC,119,N/A
13/14,Mon Feb 10 2014,DEN,80,IND,119,N/A
17/18,Tue Apr 10 2018,GSW,79,UTA,119,N/A
12/13,Wed Feb 27 2013,NOH,74,OKC,119,N/A
15/16,Mon Nov 2 2015,MEM,69,GSW,119,N/A
16/17,Tue Apr 4 2017,BRK,141,PHI,118,N/A
15/16,Wed Nov 25 2015,SAC,129,MIL,118,N/A
17/18,Fri Dec 22 2017,LAC,128,HOU,118,N/A
14/15,Tue Feb 10 2015,HOU,127,PHX,118,N/A
17/18,Mon Jan 22 2018,MIN,126,LAC,118,N/A
13/14,Sat Jan 25 2014,LAC,126,TOR,118,N/A
13/14,Wed Feb 5 2014,SAS,125,WAS,118,2OT
16/17,Thu Mar 30 2017,LAC,124,PHX,118,N/A
17/18,Sun Jan 14 2018,NOP,123,NYK,118,OT
16/17,Fri Jan 27 2017,HOU,123,PHI,118,N/A
16/17,Sun Jan 15 2017,OKC,122,SAC,118,N/A
14/15,Wed Nov 19 2014,MIL,122,BRK,118,3OT
15/16,Sat Feb 27 2016,GSW,121,OKC,118,OT
13/14,Tue Jan 14 2014,CLE,120,LAL,118,N/A
15/16,Wed Dec 23 2015,DAL,119,BRK,118,OT
13/14,Fri Mar 21 2014,OKC,119,TOR,118,2OT
12/13,Mon Mar 18 2013,DEN,119,CHI,118,OT
16/17,Thu Jan 5 2017,OKC,116,HOU,118,N/A
13/14,Sat Dec 28 2013,CHA,116,ATL,118,OT
12/13,Fri Apr 12 2013,GSW,116,LAL,118,N/A
12/13,Fri Mar 8 2013,TOR,116,LAL,118,OT
17/18,Mon Mar 19 2018,MEM,115,BRK,118,N/A
17/18,Sun Feb 11 2018,DET,115,ATL,118,N/A
16/17,Wed Nov 2 2016,POR,115,PHX,118,OT
15/16,Thu Jan 7 2016,LAL,115,SAC,118,N/A
16/17,Fri Dec 2 2016,MIN,114,NYK,118,N/A
15/16,Tue Nov 10 2015,UTA,114,CLE,118,N/A
12/13,Sun Feb 10 2013,DEN,114,BOS,118,3OT
17/18,Fri Nov 17 2017,LAC,113,CLE,118,OT
17/18,Tue Nov 7 2017,CHO,113,NYK,118,N/A
17/18,Wed Nov 29 2017,WAS,113,PHI,118,N/A
15/16,Mon Jan 18 2016,BOS,113,DAL,118,OT
14/15,Mon Nov 3 2014,BOS,113,DAL,118,N/A
14/15,Wed Jan 21 2015,POR,113,PHX,118,N/A
13/14,Fri Feb 7 2014,POR,113,IND,118,OT
13/14,Sun Mar 9 2014,POR,113,HOU,118,OT
13/14,Tue Mar 18 2014,TOR,113,ATL,118,OT
17/18,Tue Jan 16 2018,PHX,111,POR,118,N/A
16/17,Fri Dec 16 2016,BRK,111,ORL,118,N/A
16/17,Fri Mar 3 2017,OKC,111,PHX,118,N/A
16/17,Mon Jan 2 2017,CHO,111,CHI,118,N/A
16/17,Sat Dec 10 2016,POR,111,IND,118,N/A
16/17,Tue Apr 4 2017,CHO,111,WAS,118,N/A
16/17,Tue Dec 20 2016,IND,111,NYK,118,N/A
15/16,Sat Dec 26 2015,CHI,111,DAL,118,N/A
15/16,Wed Jan 20 2016,UTA,111,NYK,118,OT
14/15,Mon Nov 10 2014,NOP,111,CLE,118,N/A
14/15,Sun Feb 22 2015,BOS,111,LAL,118,OT
13/14,Sun Mar 9 2014,DET,111,BOS,118,N/A
12/13,Thu Apr 11 2013,NYK,111,CHI,118,OT
