Season,Date,Visitor/Neutral,V_PTS,Home/Neutral,H_PTS,OT?
12/13,Sun Mar 17 2013,NYK,80,LAC,93,N/A
17/18,Sat Dec 30 2017,SAS,79,DET,93,N/A
13/14,Sun Feb 23 2014,CHI,79,MIA,93,N/A
13/14,Fri Jan 24 2014,MIL,78,CLE,93,N/A
16/17,Mon Nov 14 2016,DAL,77,NYK,93,N/A
12/13,Tue Apr 16 2013,POR,77,LAC,93,N/A
12/13,Wed Dec 19 2012,NOH,77,LAC,93,N/A
14/15,Sun Mar 22 2015,MIA,75,OKC,93,N/A
14/15,Fri Apr 3 2015,CHO,74,IND,93,N/A
13/14,Fri Nov 29 2013,WAS,73,IND,93,N/A
16/17,Sat Nov 19 2016,MIN,71,MEM,93,N/A
13/14,Fri Jan 10 2014,WAS,66,IND,93,N/A
14/15,Fri Nov 21 2014,SAS,121,MIN,92,N/A
13/14,Wed Nov 20 2013,MIA,120,ORL,92,N/A
12/13,Mon Nov 26 2012,SAS,118,WAS,92,N/A
16/17,Sat Nov 5 2016,LAC,116,SAS,92,N/A
13/14,Wed Mar 12 2014,NYK,116,BOS,92,N/A
15/16,Sun Feb 21 2016,CLE,115,OKC,92,N/A
13/14,Mon Dec 23 2013,DET,115,CLE,92,N/A
14/15,Mon Nov 24 2014,LAC,113,CHO,92,N/A
14/15,Wed Apr 1 2015,NOP,113,LAL,92,N/A
17/18,Thu Nov 2 2017,GSW,112,SAS,92,N/A
15/16,Fri Oct 30 2015,GSW,112,HOU,92,N/A
15/16,Sun Jan 24 2016,BOS,112,PHI,92,N/A
12/13,Thu Dec 6 2012,NYK,112,MIA,92,N/A
16/17,Wed Jan 4 2017,ATL,111,ORL,92,N/A
16/17,Wed Nov 23 2016,BOS,111,BRK,92,N/A
14/15,Fri Dec 12 2014,OKC,111,MIN,92,N/A
13/14,Tue Nov 26 2013,ORL,109,ATL,92,N/A
17/18,Thu Oct 19 2017,LAC,108,LAL,92,N/A
15/16,Wed Feb 24 2016,SAS,108,SAC,92,N/A
15/16,Wed Nov 4 2015,POR,108,UTA,92,N/A
14/15,Mon Dec 8 2014,ATL,108,IND,92,N/A
16/17,Sun Mar 26 2017,BRK,107,ATL,92,N/A
16/17,Thu Dec 15 2016,SAS,107,PHX,92,N/A
14/15,Sat Apr 4 2015,LAC,107,DEN,92,N/A
13/14,Tue Apr 8 2014,OKC,107,SAC,92,N/A
17/18,Tue Dec 5 2017,WAS,106,POR,92,N/A
14/15,Sat Feb 7 2015,GSW,106,NYK,92,N/A
17/18,Wed Feb 28 2018,HOU,105,LAC,92,N/A
16/17,Sat Mar 11 2017,DEN,105,SAC,92,N/A
15/16,Sat Jan 16 2016,MIL,105,CHO,92,N/A
13/14,Wed Apr 2 2014,CHI,105,ATL,92,N/A
12/13,Tue Feb 19 2013,CHA,105,ORL,92,N/A
12/13,Wed Dec 26 2012,MIA,105,CHA,92,N/A
14/15,Sun Dec 21 2014,PHX,104,WAS,92,N/A
14/15,Tue Dec 16 2014,OKC,104,SAC,92,N/A
13/14,Mon Jan 13 2014,HOU,104,BOS,92,N/A
13/14,Sat Mar 8 2014,UTA,104,PHI,92,N/A
13/14,Thu Jan 16 2014,OKC,104,HOU,92,N/A
13/14,Tue Jan 28 2014,IND,104,LAL,92,N/A
13/14,Wed Feb 12 2014,SAS,104,BOS,92,N/A
12/13,Sun Jan 6 2013,OKC,104,TOR,92,N/A
12/13,Wed Jan 23 2013,ATL,104,CHA,92,N/A
16/17,Fri Feb 10 2017,SAS,103,DET,92,N/A
15/16,Wed Feb 10 2016,DEN,103,DET,92,N/A
14/15,Wed Jan 14 2015,MEM,103,BRK,92,N/A
13/14,Sat Dec 7 2013,DEN,103,PHI,92,N/A
12/13,Fri Mar 8 2013,MEM,103,CLE,92,N/A
17/18,Fri Oct 20 2017,BOS,102,PHI,92,N/A
16/17,Sun Feb 26 2017,UTA,102,WAS,92,N/A
15/16,Mon Feb 22 2016,GSW,102,ATL,92,N/A
13/14,Sat Jan 11 2014,NYK,102,PHI,92,N/A
17/18,Fri Oct 27 2017,TOR,101,LAL,92,N/A
15/16,Mon Apr 11 2016,DAL,101,UTA,92,N/A
13/14,Sun Mar 16 2014,CHA,101,MIL,92,N/A
13/14,Tue Dec 10 2013,OKC,101,ATL,92,N/A
13/14,Tue Feb 4 2014,CHI,101,PHX,92,N/A
13/14,Wed Feb 19 2014,GSW,101,SAC,92,N/A
17/18,Mon Nov 20 2017,POR,100,MEM,92,N/A
16/17,Tue Jan 24 2017,CHI,100,ORL,92,N/A
15/16,Fri Nov 6 2015,DET,100,PHX,92,N/A
13/14,Wed Nov 27 2013,WAS,100,MIL,92,OT
12/13,Mon Feb 11 2013,MIN,100,CLE,92,N/A
12/13,Wed Dec 19 2012,OKC,100,ATL,92,N/A
16/17,Wed Mar 29 2017,ATL,99,PHI,92,N/A
15/16,Fri Nov 6 2015,MIL,99,NYK,92,N/A
14/15,Sat Nov 22 2014,MIA,99,ORL,92,N/A
14/15,Sun Mar 1 2015,NOP,99,DEN,92,N/A
17/18,Mon Nov 6 2017,BRK,98,PHX,92,N/A
16/17,Sun Dec 4 2016,ORL,98,DET,92,N/A
15/16,Mon Feb 8 2016,LAC,98,PHI,92,OT
15/16,Tue Nov 3 2015,ATL,98,MIA,92,N/A
14/15,Fri Jan 2 2015,ATL,98,UTA,92,N/A
14/15,Sun Feb 22 2015,MEM,98,POR,92,N/A
14/15,Sun Nov 2 2014,SAC,98,LAC,92,N/A
14/15,Tue Jan 27 2015,WAS,98,LAL,92,N/A
14/15,Wed Nov 19 2014,LAL,98,HOU,92,N/A
15/16,Wed Apr 13 2016,IND,97,MIL,92,N/A
12/13,Fri Nov 30 2012,IND,97,SAC,92,N/A
12/13,Mon Nov 19 2012,DEN,97,MEM,92,N/A
16/17,Fri Dec 16 2016,SAC,96,MEM,92,N/A
14/15,Fri Mar 27 2015,BOS,96,NYK,92,N/A
13/14,Tue Dec 17 2013,LAL,96,MEM,92,N/A
12/13,Sat Nov 10 2012,BOS,96,MIL,92,N/A
17/18,Sat Dec 23 2017,POR,95,LAL,92,N/A
15/16,Mon Jan 25 2016,DET,95,UTA,92,N/A
14/15,Thu Mar 19 2015,MIN,95,NYK,92,OT
13/14,Fri Jan 3 2014,NOP,95,BOS,92,N/A
13/14,Mon Jan 20 2014,NOP,95,MEM,92,N/A
12/13,Sun Apr 7 2013,NOH,95,PHX,92,N/A
16/17,Sat Jan 7 2017,UTA,94,MIN,92,N/A
16/17,Sat Nov 19 2016,BOS,94,DET,92,N/A
15/16,Sun Nov 1 2015,ATL,94,CHO,92,N/A
14/15,Fri Nov 21 2014,BRK,94,OKC,92,N/A
13/14,Mon Mar 31 2014,MEM,94,DEN,92,N/A
13/14,Wed Feb 19 2014,CHI,94,TOR,92,N/A
17/18,Fri Mar 30 2018,MIN,93,DAL,92,N/A
15/16,Tue Dec 22 2015,DET,93,MIA,92,N/A
15/16,Wed Dec 9 2015,MEM,93,DET,92,N/A
13/14,Fri Mar 21 2014,NYK,93,PHI,92,N/A
12/13,Mon Nov 26 2012,MIL,93,CHI,92,N/A
12/13,Wed Mar 27 2013,BOS,93,CLE,92,N/A
15/16,Mon Mar 21 2016,MIL,91,DET,92,N/A
15/16,Thu Nov 12 2015,UTA,91,MIA,92,N/A
14/15,Sat Apr 4 2015,PHI,91,CHO,92,N/A
12/13,Thu Mar 14 2013,DAL,91,SAS,92,N/A
17/18,Fri Feb 2 2018,NYK,90,MIL,92,N/A
13/14,Wed Nov 6 2013,TOR,90,CHA,92,N/A
12/13,Mon Apr 1 2013,SAS,90,MEM,92,N/A
12/13,Thu Jan 10 2013,MIA,90,POR,92,N/A
17/18,Mon Mar 5 2018,MIL,89,IND,92,N/A
15/16,Mon Nov 30 2015,SAS,89,CHI,92,N/A
13/14,Sat Feb 22 2014,MEM,89,CHA,92,N/A
13/14,Tue Feb 11 2014,WAS,89,MEM,92,N/A
12/13,Fri Nov 2 2012,DET,89,PHX,92,N/A
17/18,Thu Nov 16 2017,GSW,88,BOS,92,N/A
14/15,Fri Feb 6 2015,NYK,88,BRK,92,N/A
12/13,Wed Dec 12 2012,NOH,88,OKC,92,N/A
12/13,Wed Jan 23 2013,WAS,88,UTA,92,N/A
12/13,Wed Nov 14 2012,ATL,88,GSW,92,N/A
17/18,Wed Dec 27 2017,NYK,87,CHI,92,N/A
15/16,Fri Nov 6 2015,TOR,87,ORL,92,N/A
15/16,Sat Jan 2 2016,MEM,87,UTA,92,OT
15/16,Sun Nov 1 2015,ORL,87,CHI,92,N/A
15/16,Wed Oct 28 2015,UTA,87,DET,92,N/A
14/15,Wed Apr 15 2015,CHO,87,TOR,92,N/A
13/14,Tue Jan 7 2014,PHX,87,CHI,92,N/A
12/13,Fri Mar 1 2013,ATL,87,PHX,92,N/A
14/15,Wed Jan 21 2015,TOR,86,MEM,92,N/A
13/14,Tue Nov 19 2013,NYK,86,DET,92,N/A
13/14,Wed Mar 19 2014,IND,86,NYK,92,N/A
12/13,Sun Feb 24 2013,BOS,86,POR,92,N/A
12/13,Wed Jan 30 2013,LAL,86,PHX,92,N/A
16/17,Thu Dec 8 2016,DEN,85,WAS,92,N/A
15/16,Sat Mar 19 2016,UTA,85,CHI,92,N/A
13/14,Sat Nov 30 2013,BOS,85,MIL,92,N/A
15/16,Sun Nov 29 2015,PHI,84,MEM,92,N/A
15/16,Thu Mar 24 2016,NOP,84,IND,92,N/A
14/15,Mon Jan 26 2015,MIN,84,OKC,92,N/A
14/15,Sat Mar 7 2015,ATL,84,PHI,92,N/A
12/13,Wed Jan 30 2013,WAS,84,PHI,92,N/A
15/16,Sat Nov 14 2015,PHI,83,SAS,92,N/A
12/13,Wed Nov 21 2012,PHI,83,CLE,92,N/A
15/16,Sat Nov 21 2015,MEM,82,SAS,92,N/A
13/14,Fri Feb 28 2014,CHA,82,SAS,92,N/A
12/13,Fri Dec 21 2012,DAL,82,MEM,92,N/A
15/16,Sat Nov 28 2015,DEN,81,DAL,92,N/A
14/15,Mon Mar 16 2015,DEN,81,MEM,92,N/A
14/15,Sun Feb 22 2015,CHO,81,DAL,92,N/A
13/14,Sun Mar 2 2014,PHI,81,ORL,92,N/A
14/15,Sun Feb 1 2015,LAL,80,NYK,92,N/A
12/13,Fri Nov 2 2012,SAC,80,MIN,92,N/A
17/18,Wed Nov 15 2017,CHI,79,OKC,92,N/A
13/14,Wed Nov 13 2013,WAS,79,SAS,92,N/A
12/13,Sat Dec 8 2012,PHI,79,BOS,92,N/A
12/13,Sat Jan 19 2013,HOU,79,MIN,92,N/A
12/13,Fri Mar 15 2013,CHA,78,TOR,92,N/A
12/13,Tue Jan 1 2013,LAC,78,DEN,92,N/A
12/13,Mon Mar 18 2013,MIN,77,MEM,92,N/A
12/13,Sat Dec 1 2012,DET,77,DAL,92,N/A
14/15,Fri Feb 20 2015,POR,76,UTA,92,N/A
13/14,Fri Nov 29 2013,MIL,76,CHA,92,N/A
13/14,Thu Feb 13 2014,BRK,76,CHI,92,N/A
12/13,Tue Nov 13 2012,WAS,76,CHA,92,N/A
12/13,Sat Dec 22 2012,CHI,75,ATL,92,N/A
15/16,Mon Nov 30 2015,DEN,74,MIL,92,N/A
12/13,Mon Dec 10 2012,TOR,74,POR,92,N/A
17/18,Fri Apr 6 2018,IND,73,TOR,92,N/A
12/13,Mon Mar 11 2013,NYK,63,GSW,92,N/A
15/16,Mon Jan 25 2016,BOS,116,WAS,91,N/A
15/16,Tue Mar 8 2016,SAS,116,MIN,91,N/A
17/18,Fri Nov 24 2017,NOP,115,PHX,91,N/A
15/16,Sat Mar 26 2016,CHO,115,MIL,91,N/A
15/16,Sat Mar 26 2016,TOR,115,NOP,91,N/A
14/15,Wed Mar 4 2015,CHO,115,BRK,91,N/A
16/17,Wed Apr 5 2017,CLE,114,BOS,91,N/A
15/16,Thu Jan 28 2016,CHI,114,LAL,91,N/A
17/18,Mon Dec 4 2017,CLE,113,CHI,91,N/A
17/18,Mon Nov 27 2017,CLE,113,PHI,91,N/A
14/15,Tue Mar 10 2015,NOP,111,BRK,91,N/A
17/18,Sun Mar 25 2018,UTA,110,GSW,91,N/A
17/18,Tue Oct 31 2017,OKC,110,MIL,91,N/A
14/15,Mon Mar 23 2015,BOS,110,BRK,91,N/A
16/17,Tue Apr 11 2017,DEN,109,DAL,91,N/A
14/15,Fri Dec 19 2014,CHO,109,PHI,91,N/A
13/14,Fri Nov 29 2013,SAS,109,ORL,91,N/A
15/16,Mon Dec 28 2015,LAC,108,WAS,91,N/A
14/15,Tue Nov 4 2014,HOU,108,MIA,91,N/A
12/13,Sun Mar 17 2013,MIA,108,TOR,91,N/A
15/16,Tue Jan 12 2016,HOU,107,MEM,91,N/A
16/17,Tue Nov 1 2016,UTA,106,SAS,91,N/A
13/14,Sat Feb 1 2014,MIA,106,NYK,91,N/A
17/18,Thu Dec 14 2017,DET,105,ATL,91,N/A
16/17,Tue Dec 6 2016,SAS,105,MIN,91,N/A
14/15,Fri Dec 5 2014,CLE,105,TOR,91,N/A
14/15,Sat Feb 21 2015,NOP,105,MIA,91,N/A
14/15,Wed Jan 14 2015,ATL,105,BOS,91,N/A
12/13,Tue Feb 19 2013,MEM,105,DET,91,N/A
12/13,Wed Mar 27 2013,LAC,105,NOH,91,N/A
14/15,Tue Jan 27 2015,TOR,104,IND,91,N/A
17/18,Mon Nov 27 2017,POR,103,NYK,91,N/A
17/18,Thu Nov 30 2017,MIL,103,POR,91,N/A
16/17,Thu Mar 16 2017,MEM,103,ATL,91,N/A
15/16,Tue Nov 17 2015,MIN,103,MIA,91,N/A
15/16,Wed Dec 2 2015,IND,103,LAC,91,N/A
14/15,Fri Dec 5 2014,OKC,103,PHI,91,N/A
14/15,Wed Apr 1 2015,SAS,103,ORL,91,N/A
13/14,Sat Jan 25 2014,OKC,103,PHI,91,N/A
17/18,Thu Feb 1 2018,HOU,102,SAS,91,N/A
17/18,Wed Dec 27 2017,BOS,102,CHO,91,N/A
16/17,Sat Nov 12 2016,UTA,102,MIA,91,N/A
15/16,Fri Nov 20 2015,TOR,102,LAL,91,N/A
15/16,Sat Feb 27 2016,DET,102,MIL,91,N/A
15/16,Tue Nov 3 2015,TOR,102,DAL,91,N/A
15/16,Wed Nov 11 2015,IND,102,BOS,91,N/A
15/16,Wed Nov 25 2015,UTA,102,LAC,91,N/A
14/15,Thu Dec 25 2014,WAS,102,NYK,91,N/A
14/15,Wed Feb 4 2015,OKC,102,NOP,91,N/A
14/15,Wed Nov 5 2014,MEM,102,PHX,91,N/A
13/14,Sun Feb 9 2014,DAL,102,BOS,91,N/A
12/13,Wed Apr 10 2013,PHX,102,DAL,91,N/A
12/13,Wed Feb 27 2013,ATL,102,UTA,91,N/A
17/18,Fri Mar 30 2018,PHI,101,ATL,91,N/A
17/18,Sat Jan 13 2018,OKC,101,CHO,91,N/A
16/17,Sat Mar 4 2017,LAC,101,CHI,91,N/A
16/17,Thu Nov 10 2016,LAL,101,SAC,91,N/A
15/16,Fri Nov 27 2015,MIN,101,SAC,91,N/A
14/15,Mon Mar 9 2015,MEM,101,CHI,91,N/A
13/14,Fri Nov 8 2013,NYK,101,CHA,91,N/A
12/13,Fri Apr 12 2013,NYK,101,CLE,91,N/A
12/13,Fri Nov 23 2012,ATL,101,CHA,91,N/A
12/13,Fri Nov 9 2012,MIL,101,WAS,91,N/A
17/18,Tue Jan 2 2018,SAS,100,NYK,91,N/A
15/16,Wed Jan 6 2016,DAL,100,NOP,91,N/A
13/14,Fri Feb 28 2014,CHI,100,DAL,91,N/A
12/13,Wed Mar 27 2013,IND,100,HOU,91,N/A
14/15,Fri Apr 10 2015,MIL,99,NYK,91,N/A
14/15,Sun Dec 14 2014,SAS,99,DEN,91,N/A
14/15,Sun Mar 29 2015,HOU,99,WAS,91,N/A
14/15,Tue Dec 23 2014,CHI,99,WAS,91,N/A
14/15,Wed Nov 26 2014,BRK,99,PHI,91,N/A
13/14,Thu Jan 2 2014,MEM,99,PHX,91,N/A
13/14,Tue Nov 5 2013,IND,99,DET,91,N/A
12/13,Thu Feb 28 2013,LAC,99,IND,91,N/A
12/13,Tue Oct 30 2012,DAL,99,LAL,91,N/A
17/18,Sat Mar 3 2018,UTA,98,SAC,91,N/A
16/17,Wed Mar 15 2017,MEM,98,CHI,91,N/A
14/15,Wed Jan 21 2015,NYK,98,PHI,91,N/A
14/15,Wed Nov 5 2014,MIN,98,BRK,91,N/A
13/14,Fri Nov 22 2013,PHX,98,CHA,91,N/A
13/14,Wed Feb 19 2014,NYK,98,NOP,91,N/A
13/14,Wed Nov 20 2013,WAS,98,CLE,91,N/A
17/18,Fri Feb 9 2018,IND,97,BOS,91,N/A
17/18,Mon Dec 18 2017,PHX,97,DAL,91,N/A
17/18,Tue Nov 14 2017,SAS,97,DAL,91,N/A
16/17,Fri Oct 28 2016,CHO,97,MIA,91,N/A
15/16,Sat Nov 21 2015,SAC,97,ORL,91,N/A
14/15,Mon Dec 22 2014,UTA,97,MEM,91,N/A
13/14,Mon Apr 14 2014,MEM,97,PHX,91,N/A
12/13,Fri Apr 5 2013,CLE,97,BOS,91,N/A
12/13,Thu Nov 8 2012,OKC,97,CHI,91,N/A
16/17,Sun Nov 6 2016,SAC,96,TOR,91,N/A
15/16,Wed Apr 13 2016,SAS,96,DAL,91,N/A
13/14,Sat Nov 9 2013,IND,96,BRK,91,N/A
12/13,Sun Apr 7 2013,DAL,96,POR,91,N/A
16/17,Mon Dec 26 2016,TOR,95,POR,91,N/A
16/17,Wed Feb 15 2017,NOP,95,MEM,91,N/A
14/15,Tue Dec 16 2014,MIA,95,BRK,91,N/A
13/14,Mon Dec 30 2013,CHI,95,MEM,91,N/A
13/14,Wed Nov 13 2013,NYK,95,ATL,91,N/A
16/17,Fri Nov 25 2016,WAS,94,ORL,91,N/A
16/17,Fri Oct 28 2016,CLE,94,TOR,91,N/A
14/15,Fri Jan 2 2015,IND,94,MIL,91,N/A
14/15,Wed Feb 11 2015,GSW,94,MIN,91,N/A
17/18,Sat Dec 16 2017,POR,93,CHO,91,N/A
17/18,Wed Dec 20 2017,SAS,93,POR,91,N/A
15/16,Mon Jan 4 2016,HOU,93,UTA,91,N/A
14/15,Sat Feb 28 2015,ATL,93,MIA,91,N/A
13/14,Sun Apr 6 2014,DAL,93,SAC,91,N/A
17/18,Fri Mar 16 2018,MIA,92,LAL,91,N/A
16/17,Mon Feb 27 2017,TOR,92,NYK,91,N/A
16/17,Mon Mar 27 2017,OKC,92,DAL,91,N/A
13/14,Tue Dec 31 2013,ATL,92,BOS,91,N/A
12/13,Sat Mar 23 2013,DET,92,CHA,91,N/A
16/17,Mon Mar 27 2017,MEM,90,SAC,91,N/A
13/14,Fri Jan 17 2014,SAC,90,MEM,91,N/A
12/13,Fri Nov 23 2012,TOR,90,DET,91,N/A
17/18,Sat Jan 27 2018,DAL,89,DEN,91,N/A
17/18,Wed Jan 31 2018,MIA,89,CLE,91,N/A
15/16,Wed Mar 30 2016,NYK,89,DAL,91,N/A
15/16,Mon Mar 21 2016,SAS,88,CHO,91,N/A
15/16,Thu Jan 21 2016,ATL,88,SAC,91,N/A
12/13,Sat Dec 1 2012,BOS,88,MIL,91,N/A
16/17,Fri Dec 23 2016,MIA,87,NOP,91,N/A
15/16,Wed Nov 4 2015,PHI,87,MIL,91,N/A
17/18,Thu Oct 26 2017,ATL,86,CHI,91,N/A
16/17,Sat Dec 31 2016,PHX,86,UTA,91,N/A
14/15,Mon Nov 24 2014,NYK,86,HOU,91,N/A
13/14,Fri Mar 21 2014,MEM,86,MIA,91,N/A
13/14,Mon Jan 6 2014,ATL,86,BRK,91,N/A
13/14,Wed Apr 16 2014,CHI,86,CHA,91,OT
12/13,Sun Apr 14 2013,SAS,86,LAL,91,N/A
17/18,Fri Feb 9 2018,MIL,85,MIA,91,N/A
14/15,Sat Jan 31 2015,PHI,85,ATL,91,N/A
14/15,Sat Mar 7 2015,WAS,85,MIL,91,N/A
14/15,Wed Apr 15 2015,ATL,85,CHI,91,N/A
12/13,Sun Apr 7 2013,ORL,85,CLE,91,N/A
12/13,Tue Feb 12 2013,PHX,85,LAL,91,N/A
12/13,Wed Mar 6 2013,POR,85,MEM,91,N/A
17/18,Fri Jan 5 2018,MIN,84,BOS,91,N/A
15/16,Fri Jan 8 2016,DEN,84,MEM,91,N/A
15/16,Wed Dec 23 2015,NYK,84,CLE,91,N/A
13/14,Fri Mar 7 2014,BRK,84,BOS,91,N/A
13/14,Fri Nov 8 2013,TOR,84,IND,91,N/A
13/14,Sat Jan 4 2014,ATL,84,CHI,91,N/A
16/17,Thu Mar 16 2017,UTA,83,CLE,91,N/A
14/15,Sat Nov 22 2014,PHI,83,NYK,91,N/A
13/14,Sun Feb 9 2014,MEM,83,CLE,91,OT
16/17,Sun Apr 2 2017,ATL,82,BRK,91,N/A
16/17,Thu Dec 29 2016,MIA,82,CHO,91,N/A
12/13,Fri Dec 7 2012,ORL,82,SAC,91,N/A
16/17,Sun Nov 27 2016,NOP,81,DAL,91,N/A
13/14,Sat Mar 22 2014,PHI,81,CHI,91,N/A
13/14,Fri Apr 4 2014,ORL,80,CHA,91,N/A
15/16,Fri Jan 29 2016,BRK,79,DAL,91,N/A
15/16,Wed Mar 23 2016,TOR,79,BOS,91,N/A
13/14,Fri Mar 21 2014,CHI,79,IND,91,N/A
12/13,Sun Mar 10 2013,BOS,79,OKC,91,N/A
15/16,Sun Jan 31 2016,PHX,78,DAL,91,N/A
14/15,Fri Nov 21 2014,CLE,78,WAS,91,N/A
13/14,Fri Mar 28 2014,IND,78,WAS,91,N/A
12/13,Sun Apr 14 2013,CLE,77,PHI,91,N/A
13/14,Tue Dec 31 2013,CLE,76,IND,91,N/A
15/16,Mon Mar 21 2016,PHI,75,IND,91,N/A
12/13,Fri Dec 7 2012,CLE,73,MIN,91,N/A
16/17,Sun Nov 27 2016,LAC,70,IND,91,N/A
14/15,Wed Apr 8 2015,WAS,119,PHI,90,N/A
16/17,Fri Dec 9 2016,DET,117,MIN,90,N/A
12/13,Tue Jan 29 2013,MIL,117,DET,90,N/A
15/16,Fri Feb 5 2016,SAS,116,DAL,90,N/A
12/13,Thu Feb 21 2013,SAS,116,LAC,90,N/A
16/17,Sun Mar 26 2017,NOP,115,DEN,90,N/A
15/16,Sun Mar 13 2016,CLE,114,LAC,90,N/A
14/15,Wed Nov 19 2014,LAC,114,ORL,90,N/A
12/13,Sat Feb 23 2013,MIA,114,PHI,90,N/A
15/16,Wed Feb 10 2016,ATL,113,CHI,90,N/A
13/14,Sun Nov 10 2013,MIN,113,LAL,90,N/A
14/15,Wed Apr 15 2015,DET,112,NYK,90,N/A
15/16,Sat Dec 26 2015,TOR,111,MIL,90,N/A
12/13,Mon Mar 18 2013,IND,111,CLE,90,N/A
17/18,Mon Dec 4 2017,BRK,110,ATL,90,N/A
16/17,Fri Dec 23 2016,SAS,110,POR,90,N/A
13/14,Mon Nov 4 2013,GSW,110,PHI,90,N/A
13/14,Sat Nov 16 2013,ATL,110,NYK,90,N/A
15/16,Mon Mar 7 2016,LAC,109,DAL,90,N/A
15/16,Sat Jan 2 2016,OKC,109,CHO,90,N/A
15/16,Wed Feb 10 2016,MEM,109,BRK,90,N/A
14/15,Sun Jan 4 2015,DAL,109,CLE,90,N/A
14/15,Tue Jan 27 2015,MEM,109,DAL,90,N/A
16/17,Fri Feb 24 2017,MIA,108,ATL,90,N/A
14/15,Sun Mar 22 2015,CLE,108,MIL,90,N/A
14/15,Tue Oct 28 2014,HOU,108,LAL,90,N/A
12/13,Wed Nov 7 2012,MEM,108,MIL,90,N/A
17/18,Sun Dec 31 2017,MIN,107,IND,90,N/A
16/17,Sat Mar 11 2017,ATL,107,MEM,90,N/A
13/14,Fri Jan 10 2014,DAL,107,NOP,90,N/A
12/13,Mon Feb 11 2013,LAC,107,PHI,90,N/A
17/18,Mon Mar 19 2018,DET,106,SAC,90,N/A
14/15,Sat Jan 31 2015,CLE,106,MIN,90,N/A
12/13,Fri Apr 12 2013,OKC,106,POR,90,N/A
16/17,Mon Nov 21 2016,MEM,105,CHO,90,N/A
16/17,Sat Dec 17 2016,IND,105,DET,90,N/A
15/16,Tue Dec 22 2015,MEM,104,PHI,90,N/A
14/15,Sun Jan 11 2015,MIA,104,LAC,90,N/A
16/17,Sun Apr 9 2017,DET,103,MEM,90,N/A
12/13,Thu Nov 8 2012,LAC,103,POR,90,N/A
12/13,Wed Feb 20 2013,MIA,103,ATL,90,N/A
16/17,Thu Apr 6 2017,CHI,102,PHI,90,N/A
14/15,Sat Nov 1 2014,BRK,102,DET,90,N/A
13/14,Sun Apr 13 2014,MEM,102,LAL,90,N/A
12/13,Mon Feb 11 2013,WAS,102,MIL,90,N/A
12/13,Mon Jan 14 2013,OKC,102,PHX,90,N/A
12/13,Tue Apr 2 2013,NYK,102,MIA,90,N/A
17/18,Sat Feb 10 2018,WAS,101,CHI,90,N/A
16/17,Wed Mar 1 2017,NYK,101,ORL,90,N/A
15/16,Sat Oct 31 2015,PHX,101,POR,90,N/A
14/15,Wed Nov 19 2014,BOS,101,PHI,90,N/A
13/14,Thu Feb 20 2014,DEN,101,MIL,90,N/A
13/14,Wed Feb 26 2014,ORL,101,PHI,90,N/A
12/13,Fri Apr 5 2013,PHI,101,ATL,90,N/A
14/15,Mon Apr 13 2015,HOU,100,CHO,90,N/A
14/15,Mon Mar 9 2015,BOS,100,MIA,90,N/A
14/15,Wed Feb 4 2015,MEM,100,UTA,90,N/A
13/14,Fri Jan 31 2014,TOR,100,DEN,90,N/A
14/15,Fri Apr 10 2015,BOS,99,CLE,90,N/A
14/15,Mon Jan 26 2015,BOS,99,UTA,90,N/A
14/15,Sat Dec 20 2014,PHX,99,NYK,90,N/A
14/15,Sat Jan 17 2015,WAS,99,BRK,90,N/A
14/15,Sat Nov 15 2014,IND,99,CHI,90,N/A
14/15,Thu Dec 18 2014,NOP,99,HOU,90,N/A
13/14,Sat Mar 22 2014,SAS,99,GSW,90,N/A
13/14,Sun Jan 26 2014,PHX,99,CLE,90,N/A
13/14,Wed Mar 26 2014,TOR,99,BOS,90,N/A
12/13,Sun Nov 18 2012,BRK,99,SAC,90,N/A
12/13,Thu Jan 17 2013,MIA,99,LAL,90,N/A
17/18,Mon Oct 23 2017,MEM,98,HOU,90,N/A
15/16,Wed Jan 6 2016,NYK,98,MIA,90,N/A
14/15,Sat Jan 3 2015,CHO,98,ORL,90,N/A
12/13,Fri Mar 1 2013,DAL,98,BRK,90,N/A
12/13,Sun Dec 9 2012,ORL,98,PHX,90,N/A
14/15,Sat Apr 4 2015,ORL,97,MIL,90,N/A
14/15,Sat Nov 8 2014,WAS,97,IND,90,N/A
13/14,Fri Nov 15 2013,DET,97,SAC,90,N/A
13/14,Sat Nov 2 2013,TOR,97,MIL,90,N/A
12/13,Sun Apr 7 2013,UTA,97,GSW,90,N/A
17/18,Sat Nov 4 2017,NOP,96,CHI,90,OT
17/18,Sat Oct 28 2017,BOS,96,MIA,90,N/A
16/17,Wed Nov 30 2016,LAL,96,CHI,90,N/A
12/13,Tue Feb 5 2013,PHX,96,MEM,90,N/A
12/13,Wed Jan 30 2013,LAC,96,MIN,90,N/A
16/17,Wed Feb 1 2017,NYK,95,BRK,90,N/A
15/16,Fri Mar 18 2016,PHX,95,LAL,90,N/A
15/16,Fri Nov 27 2015,CLE,95,CHO,90,N/A
14/15,Sat Dec 13 2014,DET,95,SAC,90,N/A
14/15,Sun Dec 14 2014,TOR,95,NYK,90,OT
14/15,Sun Nov 2 2014,GSW,95,POR,90,N/A
14/15,Thu Oct 30 2014,NYK,95,CLE,90,N/A
13/14,Fri Jan 31 2014,GSW,95,UTA,90,N/A
