game_date,season,Visitor/Neutral,Home/Neutral,point_spread_visitor,point_spread_home,spread_odds_visitor,spread_odds_home,ml_odds_visitor,ml_odds_home,total,total_odds_visitor,total_odds_home
11/23/2016,16/17,SAS,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/2016,16/17,MEM,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/2016,16/17,IND,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,CHA,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,DEN,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2017,16/17,OKC,DEN,5,-5,-110,-110,165,-190,229,-115,-105
4/5/2017,16/17,OKC,MEM,-2.5,2.5,-110,-110,-150,130,199,-105,-115
4/4/2017,16/17,MIL,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2017,16/17,CHA,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/2017,16/17,SAC,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2017,16/17,LAL,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2017,16/17,OKC,WAS,6,-6,-110,-110,#N/A,#N/A,219,-105,-115
2/11/2017,16/17,GSW,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2017,16/17,CLE,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2017,16/17,CHI,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/26/2017,16/17,DAL,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/7/2017,16/17,DEN,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2017,16/17,OKC,MIL,1.5,-1.5,-115,-105,#N/A,#N/A,214,-110,-110
11/16/2016,16/17,HOU,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/2016,16/17,OKC,DET,-2,2,-110,-110,-130,110,204,-115,-105
11/2/2016,16/17,OKC,LAC,7.5,-7.5,-115,-105,255,-310,210,-105,-115
,16/17,LAL,OKC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,OKC,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2017,16/17,TOR,NYK,-9,9,-115,-105,-500,350,201,-110,-110
4/7/2017,16/17,MIA,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2017,16/17,TOR,DET,3.5,-3.5,-115,-105,#N/A,#N/A,202,-115,-105
3/10/2017,16/17,TOR,ATL,3,-3,-115,-105,125,-145,204,-110,-110
3/4/2017,16/17,TOR,MIL,0,0,-110,-110,-110,-110,204,-105,-115
2/12/2017,16/17,DET,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/29/2016,16/17,TOR,PHX,-9,9,-110,-110,#N/A,#N/A,224,-110,-110
12/20/2016,16/17,BKN,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/18/2016,16/17,TOR,ORL,-6,6,-110,-110,-240,200,213,-105,-115
12/5/2016,16/17,CLE,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2016,16/17,TOR,SAC,-4,4,-110,-110,#N/A,#N/A,212,-105,-115
11/16/2016,16/17,GSW,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/2016,16/17,TOR,CLE,6,-6,-105,-115,195,-235,210,-110,-110
,16/17,DET,TOR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,DET,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/8/2017,16/17,IND,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2017,16/17,BKN,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/4/2017,16/17,ORL,CLE,11,-11,-105,-115,525,-850,222,-115,-105
3/20/2017,16/17,PHI,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2017,16/17,ORL,PHX,2.5,-2.5,-110,-110,110,-130,220,-115,-105
3/11/2017,16/17,CLE,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/2017,16/17,NYK,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/25/2017,16/17,ATL,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2017,16/17,ORL,MIA,8,-8,-115,-105,260,-320,208,-105,-115
2/1/2017,16/17,IND,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/2017,16/17,ORL,NOP,5.5,-5.5,-105,-115,200,-240,211,-105,-115
1/14/2017,16/17,ORL,UTA,11.5,-11.5,-110,-110,525,-850,195,-110,-110
1/13/2017,16/17,ORL,POR,7.5,-7.5,-110,-110,265,-330,213,-115,-105
1/8/2017,16/17,ORL,LAL,3,-3,-105,-115,130,-150,217,-110,-110
12/1/2016,16/17,ORL,MEM,-3.5,3.5,-115,-105,-170,150,189,-115,-105
11/5/2016,16/17,WAS,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/3/2016,16/17,SAC,ORL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/1/2016,16/17,ORL,PHI,-5,5,-115,-105,-210,175,198,-115,-105
4/8/2017,16/17,IND,ORL,-5,5,-110,-110,#N/A,#N/A,212,-115,-105
3/28/2017,16/17,MIN,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2017,16/17,DEN,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2017,16/17,CHA,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/2017,16/17,IND,NYK,-3.5,3.5,-105,-115,-145,125,210,-115,-105
3/8/2017,16/17,DET,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2017,16/17,IND,CHA,4.5,-4.5,-110,-110,#N/A,#N/A,205,-110,-110
3/5/2017,16/17,IND,ATL,3.5,-3.5,-115,-105,135,-155,209,-115,-105
2/24/2017,16/17,MEM,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2017,16/17,SAS,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/11/2017,16/17,MIL,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/5/2017,16/17,BKN,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/2017,16/17,IND,DET,5,-5,-110,-110,#N/A,#N/A,205,-105,-115
12/28/2016,16/17,IND,WAS,4.5,-4.5,-115,-105,160,-180,214,-115,-105
12/20/2016,16/17,IND,NYK,4.5,-4.5,-105,-115,160,-180,210,-115,-105
12/12/2016,16/17,CHA,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/25/2016,16/17,BKN,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/2016,16/17,IND,CHA,3,-3,-105,-115,#N/A,#N/A,206,-110,-110
11/5/2016,16/17,CHI,IND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,IND,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2017,16/17,ATL,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/26/2017,16/17,BKN,ATL,7,-7,-115,-105,240,-280,217,-105,-115
3/19/2017,16/17,DAL,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/8/2017,16/17,BKN,ATL,10,-10,-110,-110,375,-550,220,-110,-110
2/15/2017,16/17,MIL,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2017,16/17,IND,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/28/2017,16/17,BKN,MIN,11,-11,-115,-105,420,-640,221,-110,-110
1/23/2017,16/17,SAS,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/20/2016,16/17,BKN,TOR,15.5,-15.5,-110,-110,1000,-2200,224,-115,-105
12/18/2016,16/17,BKN,PHI,1,-1,-110,-110,#N/A,#N/A,215,-115,-105
11/29/2016,16/17,LAC,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/25/2016,16/17,BKN,IND,5.5,-5.5,-110,-110,#N/A,#N/A,213,-115,-105
11/23/2016,16/17,BOS,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2016,16/17,POR,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/2016,16/17,BKN,LAL,7.5,-7.5,-110,-110,255,-310,219,-110,-110
,16/17,IND,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,PHI,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/9/2017,16/17,TOR,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2017,16/17,WAS,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/29/2017,16/17,MIA,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/12/2017,16/17,SAS,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/6/2017,16/17,NYK,MIL,5,-5,-110,-110,175,-210,214,-110,-110
1/4/2017,16/17,MIL,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/28/2016,16/17,NYK,ATL,5,-5,-105,-115,#N/A,#N/A,211,-115,-105
12/20/2016,16/17,IND,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/30/2016,16/17,NYK,MIN,4,-4,-115,-105,140,-160,212,-115,-105
11/26/2016,16/17,NYK,CHA,5.5,-5.5,-110,-110,180,-220,207,-110,-110
11/22/2016,16/17,POR,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2016,16/17,ATL,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/16/2016,16/17,DET,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/4/2016,16/17,NYK,CHI,8,-8,-115,-105,#N/A,#N/A,210,-115,-105
,16/17,MEM,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,NYK,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,NOP,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2017,16/17,MIN,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/2017,16/17,POR,ATL,2,-2,-115,-105,100,-120,215,-105,-115
2/28/2017,16/17,POR,DET,4.5,-4.5,-115,-105,145,-165,213,-115,-105
2/15/2017,16/17,POR,UTA,8.5,-8.5,-105,-115,315,-430,205,-105,-115
2/9/2017,16/17,BOS,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/7/2017,16/17,POR,DAL,-2.5,2.5,-115,-105,-130,110,208,-105,-115
1/13/2017,16/17,ORL,POR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/17/2016,16/17,POR,GSW,14.5,-14.5,-115,-105,800,-1600,234,-115,-105
12/5/2016,16/17,POR,CHI,4,-4,-105,-115,#N/A,#N/A,212,-115,-105
3/31/2017,16/17,SAC,NOP,11,-11,-110,-110,550,-900,208,-110,-110
3/19/2017,16/17,SAC,SAS,14.5,-14.5,-105,-115,800,-1600,202,-110,-110
3/18/2017,16/17,SAC,OKC,13,-13,-115,-105,750,-1400,213,-105,-115
3/15/2017,16/17,SAC,PHX,6,-6,-110,-110,200,-240,219,-110,-110
1/18/2017,16/17,IND,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/13/2017,16/17,CLE,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/8/2017,16/17,GSW,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/2016,16/17,PHI,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/23/2016,16/17,SAC,MIN,5,-5,-110,-110,170,-200,206,-115,-105
12/16/2016,16/17,SAC,MEM,5.5,-5.5,-110,-110,185,-225,194,-105,-115
12/14/2016,16/17,SAC,HOU,13.5,-13.5,-105,-115,#N/A,#N/A,213,-115,-105
12/10/2016,16/17,SAC,UTA,6.5,-6.5,-115,-105,210,-250,196,-110,-110
11/25/2016,16/17,HOU,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2016,16/17,TOR,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/3/2016,16/17,SAC,ORL,-1,1,-110,-110,-115,-105,198,-115,-105
,16/17,MIN,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,PHI,NYK,3,-3,-105,-115,135,-155,209,-115,-105
4/4/2017,16/17,BKN,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2017,16/17,PHI,CHI,6.5,-6.5,-110,-110,220,-260,211,-115,-105
3/20/2017,16/17,PHI,ORL,6,-6,-115,-105,200,-240,218,-115,-105
3/19/2017,16/17,BOS,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/2017,16/17,PHI,GSW,17,-17,-110,-110,1500,-4000,221,-110,-110
2/24/2017,16/17,WAS,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/4/2017,16/17,PHI,MIA,9.5,-9.5,-105,-115,#N/A,#N/A,209,-110,-110
1/24/2017,16/17,LAC,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/21/2017,16/17,PHI,ATL,10,-10,-105,-115,400,-600,200,-110,-110
1/16/2017,16/17,PHI,MIL,8.5,-8.5,-110,-110,310,-420,208,-110,-110
11/25/2016,16/17,CHI,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/2016,16/17,MIA,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/14/2016,16/17,PHI,HOU,11.5,-11.5,-105,-115,550,-900,216,-110,-110
11/12/2016,16/17,PHI,ATL,15,-15,-110,-110,#N/A,#N/A,207,-110,-110
11/1/2016,16/17,ORL,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,OKC,PHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/11/2017,16/17,PHX,SAC,4.5,-4.5,-105,-115,170,-200,218,-115,-105
3/26/2017,16/17,PHX,CHA,12.5,-12.5,-105,-115,700,-1200,214,-110,-110
3/2/2017,16/17,CHA,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/28/2017,16/17,PHX,MEM,9.5,-9.5,-110,-110,350,-500,211,-115,-105
2/4/2017,16/17,MIL,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2017,16/17,LAC,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2017,16/17,MEM,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2017,16/17,MIN,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/19/2017,16/17,PHX,CLE,12,-12,-110,-110,550,-900,220,-115,-105
1/14/2017,16/17,SAS,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/2017,16/17,MIA,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2017,16/17,PHX,LAC,5,-5,-115,-105,170,-200,214,-110,-110
12/29/2016,16/17,TOR,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/2016,16/17,PHX,MIN,6,-6,-110,-110,195,-235,215,-110,-110
12/15/2016,16/17,SAS,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/11/2016,16/17,NOP,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/3/2016,16/17,PHX,GSW,17,-17,-110,-110,#N/A,#N/A,228,-115,-105
11/27/2016,16/17,DEN,PHX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/2016,16/17,PHX,WAS,7.5,-7.5,-110,-110,265,-330,219,-115,-105
,16/17,PHX,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,SAS,UTA,4,-4,-105,-115,155,-175,193,-105,-115
4/5/2017,16/17,LAL,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/2017,16/17,MEM,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/13/2017,16/17,SAS,IND,-5,5,-110,-110,-210,175,208,-110,-110
2/12/2017,16/17,SAS,NYK,-10,10,-110,-110,-580,390,212,-115,-105
2/6/2017,16/17,SAS,MEM,-1,1,-105,-115,-115,-105,200,-115,-105
2/4/2017,16/17,DEN,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/23/2017,16/17,SAS,BKN,-9,9,-110,-110,-420,310,215,-110,-110
1/14/2017,16/17,SAS,PHX,-12.5,12.5,-115,-105,#N/A,#N/A,213,-115,-105
1/7/2017,16/17,CHA,SAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/22/2016,16/17,SAS,LAC,-2.5,2.5,-115,-105,-145,125,206,-105,-115
12/15/2016,16/17,SAS,PHX,-8,8,-115,-105,#N/A,#N/A,211,-115,-105
12/8/2016,16/17,SAS,CHI,-4,4,-105,-115,#N/A,#N/A,200,-115,-105
11/26/2016,16/17,SAS,WAS,-6.5,6.5,-105,-115,-270,230,206,-115,-105
11/25/2016,16/17,SAS,BOS,-4,4,-105,-115,-170,150,201,-110,-110
11/23/2016,16/17,SAS,CHA,-5.5,5.5,-115,-105,#N/A,#N/A,201,-110,-110
4/9/2017,16/17,MIN,LAL,-6,6,-115,-105,-220,180,222,-105,-115
4/6/2017,16/17,MIN,POR,6,-6,-105,-115,195,-235,218,-110,-110
4/1/2017,16/17,SAC,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/30/2017,16/17,LAL,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/2017,16/17,MIN,IND,4.5,-4.5,-115,-105,155,-175,207,-115,-105
3/4/2017,16/17,MIN,SAS,8,-8,-115,-105,260,-320,205,-110,-110
3/1/2017,16/17,MIN,UTA,6.5,-6.5,-110,-110,230,-270,200,-110,-110
2/25/2017,16/17,MIN,HOU,13,-13,-105,-115,600,-1000,230,-110,-110
1/28/2017,16/17,BKN,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/26/2017,16/17,IND,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2017,16/17,MIN,PHX,-2,2,-105,-115,#N/A,#N/A,215,-115,-105
11/30/2016,16/17,NYK,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/28/2016,16/17,UTA,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/23/2016,16/17,MIN,NOP,-2.5,2.5,-110,-110,-135,115,211,-110,-110
11/21/2016,16/17,BOS,MIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2017,16/17,DAL,BKN,-5,5,-110,-110,-190,165,207,-115,-105
2/27/2017,16/17,MIA,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/15/2017,16/17,DAL,DET,4.5,-4.5,-110,-110,165,-190,201,-115,-105
2/7/2017,16/17,POR,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/29/2016,16/17,DAL,LAL,4.5,-4.5,-115,-105,160,-180,206,-110,-110
12/16/2016,16/17,DAL,UTA,12,-12,-115,-105,450,-700,187,-105,-115
12/14/2016,16/17,DET,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/3/2016,16/17,CHI,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/27/2016,16/17,NOP,DAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/25/2016,16/17,DAL,CLE,13.5,-13.5,-110,-110,800,-1600,202,-115,-105
4/12/2017,16/17,DEN,OKC,6,-6,-110,-110,190,-230,224,-110,-110
4/9/2017,16/17,OKC,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2017,16/17,DEN,IND,1.5,-1.5,-105,-115,105,-125,216,-115,-105
3/22/2017,16/17,CLE,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/20/2017,16/17,DEN,HOU,8,-8,-105,-115,290,-380,238,-110,-110
3/18/2017,16/17,HOU,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/2017,16/17,LAL,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/4/2017,16/17,DEN,SAS,13,-13,-105,-115,700,-1200,223,-115,-105
2/3/2017,16/17,MIL,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2017,16/17,UTA,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2016,16/17,DEN,WAS,6,-6,-115,-105,180,-220,219,-110,-110
12/5/2016,16/17,DEN,PHI,-4,4,-110,-110,-170,150,210,-115,-105
12/3/2016,16/17,DEN,UTA,7.5,-7.5,-110,-110,250,-300,201,-105,-115
12/2/2016,16/17,HOU,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/27/2016,16/17,DEN,PHX,2.5,-2.5,-110,-110,105,-125,213,-110,-110
11/5/2016,16/17,DEN,DET,4.5,-4.5,-110,-110,170,-200,200,-110,-110
,16/17,POR,DEN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,DEN,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,NOP,POR,7,-7,-115,-105,250,-300,202,-115,-105
4/8/2017,16/17,NOP,GSW,17,-17,-110,-110,1400,-4000,217,-115,-105
3/31/2017,16/17,SAC,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/2017,16/17,NOP,HOU,8,-8,-105,-115,290,-380,232,-110,-110
3/15/2017,16/17,NOP,MIA,6.5,-6.5,-110,-110,205,-245,203,-110,-110
3/11/2017,16/17,NOP,CHA,3.5,-3.5,-110,-110,140,-160,204,-110,-110
2/15/2017,16/17,NOP,MEM,8,-8,-110,-110,285,-370,205,-110,-110
2/4/2017,16/17,NOP,WAS,7,-7,-110,-110,245,-290,217,-105,-115
1/18/2017,16/17,ORL,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2017,16/17,NOP,IND,5.5,-5.5,-115,-105,175,-210,215,-105,-115
1/2/2017,16/17,NOP,CLE,9.5,-9.5,-115,-105,375,-550,218,-115,-105
12/21/2016,16/17,OKC,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/11/2016,16/17,NOP,PHX,2.5,-2.5,-115,-105,105,-125,216,-115,-105
11/27/2016,16/17,NOP,DAL,-5.5,5.5,-110,-110,-200,170,197,-105,-115
11/23/2016,16/17,MIN,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/22/2016,16/17,NOP,ATL,8,-8,-110,-110,290,-380,209,-115,-105
11/14/2016,16/17,BOS,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,BKN,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/8/2017,16/17,CHI,BKN,-3.5,3.5,-110,-110,#N/A,#N/A,215,-120,100
2/25/2017,16/17,CHI,CLE,6.5,-6.5,-115,-105,#N/A,#N/A,210,-115,-105
2/1/2017,16/17,CHI,OKC,3,-3,-110,-110,#N/A,#N/A,207,-110,-110
1/17/2017,16/17,DAL,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/15/2017,16/17,CHI,MEM,8.5,-8.5,-110,-110,310,-420,193,-115,-105
