game_date,season,Visitor/Neutral,Home/Neutral,point_spread_visitor,point_spread_home,spread_odds_visitor,spread_odds_home,ml_odds_visitor,ml_odds_home,total,total_odds_visitor,total_odds_home
12/4/2015,15/16,CLE,NOP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/2/2015,15/16,NOP,HOU,4,-4,-115,-105,140,-160,215,-110,-110
11/11/2015,15/16,NOP,ATL,12.5,-12.5,-105,-115,#N/A,#N/A,209,-105,-115
4/3/2016,15/16,CHI,MIL,1.5,-1.5,-110,-110,#N/A,#N/A,203,-110,-110
4/2/2016,15/16,DET,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/16/2016,15/16,CHI,WAS,5.5,-5.5,-110,-110,180,-220,213,-105,-115
3/14/2016,15/16,CHI,TOR,9.5,-9.5,-115,-105,#N/A,#N/A,207,-110,-110
3/10/2016,15/16,CHI,SAS,14,-14,-105,-115,#N/A,#N/A,202,-105,-115
3/7/2016,15/16,MIL,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/2016,15/16,TOR,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/18/2016,15/16,CHI,CLE,13,-13,-105,-115,#N/A,#N/A,206,-115,-105
12/26/2015,15/16,CHI,DAL,2.5,-2.5,-115,-105,#N/A,#N/A,200,-115,-105
12/25/2015,15/16,CHI,OKC,9.5,-9.5,-115,-105,375,-550,207,-110,-110
12/21/2015,15/16,BKN,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/19/2015,15/16,CHI,NYK,2,-2,-105,-115,#N/A,#N/A,194,-115,-105
12/16/2015,15/16,MEM,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/9/2015,15/16,CHI,BOS,3,-3,-105,-115,135,-155,201,-110,-110
12/7/2015,15/16,PHX,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/5/2015,15/16,OKC,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/3/2015,15/16,CHI,CHA,-5,5,-110,-110,-200,170,193,-115,-105
,15/16,CHI,BKN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/10/2016,15/16,DAL,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/27/2016,15/16,DEN,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/31/2016,15/16,CHI,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/22/2016,15/16,LAC,NYK,-3,3,-110,-110,#N/A,#N/A,208,-110,-110
1/16/2016,15/16,SAC,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/29/2015,15/16,MIN,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,15/16,DAL,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,15/16,LAC,SAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/13/2016,15/16,UTA,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2016,15/16,SAC,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/13/2016,15/16,NYK,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2016,15/16,LAL,MIL,9,-9,-110,-110,350,-500,211,-110,-110
1/17/2016,15/16,HOU,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/2016,15/16,LAL,UTA,8.5,-8.5,-110,-110,290,-380,191,-110,-110
1/14/2016,15/16,LAL,GSW,18.5,-18.5,-115,-105,#N/A,#N/A,217,-105,-115
12/23/2015,15/16,OKC,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/22/2015,15/16,LAL,DEN,6,-6,-110,-110,#N/A,#N/A,205,-115,-105
12/19/2015,15/16,LAL,OKC,16.5,-16.5,-110,-110,#N/A,#N/A,#N/A,#N/A,#N/A
12/17/2015,15/16,HOU,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/4/2015,15/16,LAL,ATL,11,-11,-110,-110,#N/A,#N/A,206,-115,-105
12/1/2015,15/16,LAL,PHI,1,-1,-105,-115,#N/A,#N/A,195,-110,-110
11/28/2015,15/16,LAL,POR,8.5,-8.5,-105,-115,310,-420,202,-110,-110
11/24/2015,15/16,LAL,GSW,17,-17,-105,-115,#N/A,#N/A,216,-110,-110
11/20/2015,15/16,TOR,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/11/2015,15/16,LAL,ORL,8,-8,-110,-110,#N/A,#N/A,201,-115,-105
11/1/2015,15/16,DAL,LAL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/13/2016,15/16,MEM,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/7/2016,15/16,SAS,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/2016,15/16,MIN,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/1/2016,15/16,BOS,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/16/2016,15/16,NYK,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/14/2016,15/16,NOP,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/11/2016,15/16,POR,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/9/2016,15/16,UTA,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/3/2016,15/16,OKC,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/2016,15/16,ATL,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2016,15/16,GSW,MIA,-9.5,9.5,-105,-115,-550,375,218,-115,-105
2/22/2016,15/16,GSW,ATL,-8,8,-105,-115,-300,250,227,-110,-110
2/19/2016,15/16,GSW,POR,-9,9,-110,-110,#N/A,#N/A,225,-115,-105
1/16/2016,15/16,GSW,DET,-7.5,7.5,-115,-105,#N/A,#N/A,216,-110,-110
1/14/2016,15/16,LAL,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/11/2016,15/16,MIA,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/5/2016,15/16,GSW,LAL,-15,15,-110,-110,#N/A,#N/A,213,-105,-115
12/31/2015,15/16,GSW,HOU,3.5,-3.5,-105,-115,#N/A,#N/A,211,-110,-110
12/25/2015,15/16,CLE,GSW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/7/2016,15/16,PHX,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2016,15/16,HOU,DAL,-2,2,-110,-110,#N/A,#N/A,207,-105,-115
3/22/2016,15/16,HOU,OKC,9,-9,-115,-105,325,-450,226,-110,-110
3/12/2016,15/16,HOU,CHA,5.5,-5.5,-110,-110,185,-225,216,-110,-110
3/2/2016,15/16,NOP,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/2016,15/16,HOU,PHX,-8,8,-110,-110,-370,285,214,-110,-110
1/20/2016,15/16,DET,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/2016,15/16,HOU,LAL,-10,10,-115,-105,-550,375,206,-110,-110
1/15/2016,15/16,CLE,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/7/2016,15/16,UTA,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/4/2016,15/16,HOU,UTA,-3.5,3.5,-115,-105,-160,140,198,-110,-110
12/31/2015,15/16,GSW,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/2/2015,15/16,NOP,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/30/2015,15/16,HOU,DET,4,-4,-110,-110,155,-175,198,-110,-110
11/16/2015,15/16,BOS,HOU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/13/2015,15/16,HOU,DEN,-6.5,6.5,-110,-110,#N/A,#N/A,210,-110,-110
3/25/2016,15/16,ORL,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2016,15/16,CHA,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2016,15/16,PHI,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/4/2016,15/16,MIA,PHI,-10,10,-105,-115,-550,375,209,-110,-110
3/3/2016,15/16,PHX,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2016,15/16,GSW,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2016,15/16,SAS,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/3/2016,15/16,MIA,DAL,2.5,-2.5,-110,-110,130,-150,#N/A,#N/A,#N/A
1/31/2016,15/16,ATL,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/17/2016,15/16,MIA,OKC,10,-10,-110,-110,385,-570,201,-110,-110
1/13/2016,15/16,MIA,LAC,3.5,-3.5,-110,-110,130,-150,198,-110,-110
1/11/2016,15/16,MIA,GSW,15,-15,-115,-105,#N/A,#N/A,210,-110,-110
1/8/2016,15/16,MIA,PHX,-5.5,5.5,-110,-110,-220,180,197,-115,-105
1/6/2016,15/16,NYK,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/4/2016,15/16,IND,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/29/2015,15/16,MIA,MEM,4.5,-4.5,-115,-105,160,-180,189,-115,-105
12/20/2015,15/16,POR,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/9/2015,15/16,MIA,CHA,0,0,-110,-110,#N/A,#N/A,192,-115,-105
11/27/2015,15/16,MIA,NYK,-2,2,-115,-105,#N/A,#N/A,187,-115,-105
11/8/2015,15/16,TOR,MIA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/3/2016,15/16,CHI,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/1/2016,15/16,ORL,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/17/2016,15/16,MEM,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/7/2016,15/16,MIL,CHI,5,-5,-110,-110,165,-190,212,-110,-110
3/4/2016,15/16,MIN,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/2/2016,15/16,IND,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2016,15/16,LAL,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/2016,15/16,CHA,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/5/2016,15/16,MIL,UTA,7,-7,-110,-110,#N/A,#N/A,#N/A,#N/A,#N/A
2/2/2016,15/16,MIL,POR,7.5,-7.5,-110,-110,#N/A,#N/A,#N/A,#N/A,#N/A
1/15/2016,15/16,ATL,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/12/2016,15/16,CHI,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/2015,15/16,TOR,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/23/2015,15/16,PHI,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/16/2015,15/16,MIL,LAC,10.5,-10.5,-105,-115,#N/A,#N/A,198,-110,-110
12/11/2015,15/16,MIL,TOR,7.5,-7.5,-105,-115,270,-340,192,-110,-110
12/9/2015,15/16,LAC,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/2/2015,15/16,MIL,SAS,12,-12,-110,-110,#N/A,#N/A,187,-110,-110
11/27/2015,15/16,MIL,ORL,3.5,-3.5,-110,-110,#N/A,#N/A,200,-105,-115
11/14/2015,15/16,CLE,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/10/2015,15/16,BOS,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/7/2015,15/16,BKN,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/2/2015,15/16,MIL,BKN,-1.5,1.5,-115,-105,#N/A,#N/A,194,-115,-105
,15/16,NYK,MIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/22/2017,16/17,CLE,DEN,-3,3,-115,-105,-150,130,228,-115,-105
3/12/2017,16/17,CLE,HOU,6.5,-6.5,-110,-110,#N/A,#N/A,235,-105,-115
3/11/2017,16/17,CLE,ORL,-9,9,-110,-110,-450,325,216,-110,-110
3/3/2017,16/17,CLE,ATL,-3.5,3.5,-115,-105,-155,135,214,-110,-110
2/25/2017,16/17,CHI,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2017,16/17,CLE,OKC,1,-1,-110,-110,-110,-110,219,-110,-110
1/19/2017,16/17,PHX,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/13/2017,16/17,CLE,SAC,-7,7,-115,-105,-290,245,215,-110,-110
1/2/2017,16/17,NOP,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/31/2016,16/17,CLE,CHA,-1.5,1.5,-115,-105,-125,105,211,-105,-115
12/25/2016,16/17,GSW,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/13/2016,16/17,MEM,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/15/2016,16/17,TOR,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,NYK,CLE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2017,16/17,ATL,BKN,-3,3,-120,100,#N/A,#N/A,215,-115,-105
4/1/2017,16/17,ATL,CHI,5.5,-5.5,-105,-115,175,-210,202,-105,-115
3/26/2017,16/17,BKN,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/18/2017,16/17,POR,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/10/2017,16/17,TOR,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/8/2017,16/17,BKN,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/5/2017,16/17,IND,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/3/2017,16/17,CLE,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/27/2017,16/17,ATL,BOS,5,-5,-115,-105,#N/A,#N/A,212,-115,-105
2/25/2017,16/17,ATL,ORL,-4.5,4.5,-105,-115,#N/A,#N/A,210,-105,-115
1/23/2017,16/17,LAC,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/21/2017,16/17,PHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/15/2017,16/17,MIL,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/21/2016,16/17,MIN,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/9/2016,16/17,ATL,MIL,3.5,-3.5,-115,-105,130,-150,206,-105,-115
11/28/2016,16/17,ATL,GSW,14.5,-14.5,-115,-105,800,-1700,218,-115,-105
11/27/2016,16/17,ATL,LAL,-6,6,-110,-110,-230,190,210,-110,-110
11/22/2016,16/17,NOP,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/20/2016,16/17,ATL,NYK,-4.5,4.5,-110,-110,-180,160,209,-110,-110
11/12/2016,16/17,PHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/2016,16/17,CHI,ATL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/4/2016,16/17,ATL,WAS,1,-1,-110,-110,100,-120,206,-110,-110
3/29/2017,16/17,MIL,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/19/2017,16/17,BOS,PHI,-5,5,-115,-105,-200,170,203,-110,-110
2/27/2017,16/17,ATL,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/9/2017,16/17,BOS,POR,2.5,-2.5,-110,-110,110,-130,222,-115,-105
1/28/2017,16/17,BOS,MIL,2,-2,-105,-115,#N/A,#N/A,218,-105,-115
1/24/2017,16/17,BOS,WAS,-1,1,-115,-105,-115,-105,217,-105,-115
1/18/2017,16/17,NYK,BOS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/9/2016,16/17,BOS,WAS,-1,1,-105,-115,-115,-105,213,-105,-115
,16/17,BOS,CHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,WAS,MIA,11,-11,-110,-110,400,-600,206,-115,-105
4/6/2017,16/17,WAS,NYK,-6.5,6.5,-105,-115,-265,225,218,-110,-110
4/2/2017,16/17,WAS,GSW,10,-10,-115,-105,400,-600,224,-110,-110
3/29/2017,16/17,WAS,LAC,6.5,-6.5,-110,-110,215,-255,220,-105,-115
2/28/2017,16/17,GSW,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/24/2017,16/17,WAS,PHI,-9.5,9.5,-110,-110,-500,350,217,-115,-105
2/13/2017,16/17,OKC,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/4/2017,16/17,NOP,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2017,16/17,BOS,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/19/2017,16/17,WAS,NYK,-1.5,1.5,-110,-110,-125,105,220,-110,-110
12/28/2016,16/17,IND,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/23/2016,16/17,WAS,MIL,3.5,-3.5,-110,-110,135,-155,215,-110,-110
12/16/2016,16/17,DET,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/14/2016,16/17,CHA,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/8/2016,16/17,DEN,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/26/2016,16/17,SAS,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/21/2016,16/17,PHX,WAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,DET,ORL,2,-2,-115,-105,100,-120,206,-115,-105
4/7/2017,16/17,DET,HOU,11,-11,-110,-110,#N/A,#N/A,224,-110,-110
3/31/2017,16/17,DET,MIL,7.5,-7.5,-115,-105,260,-320,197,-110,-110
3/17/2017,16/17,TOR,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/8/2017,16/17,DET,IND,4,-4,-105,-115,150,-170,208,-115,-105
2/28/2017,16/17,POR,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/15/2017,16/17,DAL,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/12/2017,16/17,DET,TOR,7.5,-7.5,-110,-110,250,-300,214,-110,-110
1/5/2017,16/17,CHA,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/3/2017,16/17,IND,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/1/2017,16/17,DET,MIA,-6.5,6.5,-110,-110,-275,235,198,-115,-105
12/28/2016,16/17,MIL,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/16/2016,16/17,DET,WAS,-1.5,1.5,-105,-115,-120,100,205,-110,-110
12/14/2016,16/17,DET,DAL,-6,6,-105,-115,#N/A,#N/A,190,-115,-105
12/6/2016,16/17,CHI,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/16/2016,16/17,DET,NYK,2,-2,-110,-110,105,-125,201,-110,-110
11/14/2016,16/17,OKC,DET,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/12/2017,16/17,SAS,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/1/2017,16/17,MIN,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/15/2017,16/17,POR,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/1/2017,16/17,MIL,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/28/2017,16/17,MEM,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/24/2017,16/17,UTA,DEN,2,-2,-110,-110,110,-130,211,-115,-105
1/21/2017,16/17,IND,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/20/2017,16/17,UTA,DAL,-6,6,-105,-115,#N/A,#N/A,188,-115,-105
1/14/2017,16/17,ORL,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/2017,16/17,UTA,BKN,-7,7,-105,-115,-300,250,206,-110,-110
11/1/2016,16/17,UTA,SAS,10,-10,-110,-110,420,-640,187,-105,-115
,16/17,UTA,LAC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,LAL,UTA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/5/2017,16/17,OKC,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/23/2017,16/17,MEM,SAS,8,-8,-110,-110,275,-350,197,-115,-105
2/24/2017,16/17,MEM,IND,-1,1,-110,-110,#N/A,#N/A,204,-110,-110
2/15/2017,16/17,NOP,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/6/2017,16/17,SAS,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/30/2017,16/17,MEM,PHX,-4,4,-115,-105,#N/A,#N/A,208,-115,-105
1/28/2017,16/17,MEM,UTA,7.5,-7.5,-115,-105,#N/A,#N/A,191,-110,-110
1/15/2017,16/17,CHI,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/13/2017,16/17,MEM,HOU,7.5,-7.5,-110,-110,280,-360,217,-110,-110
1/6/2017,16/17,MEM,GSW,14,-14,-105,-115,800,-1600,217,-115,-105
12/27/2016,16/17,MEM,BOS,7.5,-7.5,-115,-105,270,-340,198,-115,-105
12/20/2016,16/17,BOS,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/16/2016,16/17,SAC,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/4/2016,16/17,LAC,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,WAS,MEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,16/17,MEM,NYK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/2/2017,16/17,CHA,OKC,5.5,-5.5,-115,-105,175,-210,212,-110,-110
3/26/2017,16/17,PHX,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/15/2017,16/17,CHA,IND,3.5,-3.5,-115,-105,140,-160,203,-115,-105
3/13/2017,16/17,CHI,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/11/2017,16/17,NOP,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/6/2017,16/17,IND,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/2/2017,16/17,CHA,PHX,-4,4,-105,-115,-165,145,219,-110,-110
2/1/2017,16/17,CHA,GSW,15.5,-15.5,-115,-105,1300,-2500,227,-110,-110
1/7/2017,16/17,CHA,SAS,11,-11,-115,-105,500,-800,209,-110,-110
1/5/2017,16/17,CHA,DET,5,-5,-115,-105,170,-200,208,-110,-110
12/31/2016,16/17,CLE,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/14/2016,16/17,CHA,WAS,-2,2,-110,-110,-130,110,211,-115,-105
12/12/2016,16/17,CHA,IND,-1.5,1.5,-115,-105,-125,105,208,-115,-105
11/26/2016,16/17,NYK,CHA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
